ID,SMILES,Canonical_SMILES,Docking,LogP,QED,SAS,MW,HBD,HBA,RotatableBonds,TPSA,RingCount,HeavyAtomCount,Toxicity_max,Toxicity_mean,NonToxic_12_Tox21,Fitness,source_file,ToxProb_NR-AR,ToxProb_NR-AR-LBD,ToxProb_NR-AhR,ToxProb_NR-Aromatase,ToxProb_NR-ER,ToxProb_NR-ER-LBD,ToxProb_NR-PPAR-gamma,ToxProb_SR-ARE,ToxProb_SR-ATAD5,ToxProb_SR-HSE,ToxProb_SR-MMP,ToxProb_SR-p53,input_idx,LogP_original,ValidMol,LogP_calc
182,CC1=CC=C(C=C1NC(=O)C2=CC=C3C(=C2)C=C4N=C[NH1]C(=O)N4C3)C#N,Cc1ccc(C#N)cc1NC(=O)c1ccc2c(c1)C=C1N=CNC(=O)N1C2,-10.373,2.9845000000000015,0.8643609951656638,3.041834453346512,357.3730000000001,2,4,2,97.59,4,27,0.38832092,0.16017227,True,0.9106010053751252,reward_results_27.csv,0.04547501,0.03886998,0.37827897,0.1019356,0.13745348,0.056718413,0.053015277,0.38832092,0.089865535,0.083050944,0.3481653,0.20091754,181,2.984500000000001,True,2.9845000000000015
244,CC1=CC(F)=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,Cc1cc(F)cc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.365,2.6200199999999993,0.7270177565528627,2.284054706777292,364.3800000000001,2,4,5,97.97,3,27,0.15187491,0.03879121,True,0.9835730760368744,reward_results_19.csv,0.028707707,0.0093159955,0.15187491,0.01926172,0.07215658,0.01106538,0.011498103,0.07495209,0.015518465,0.015543181,0.036373254,0.019227132,243,2.62002,True,2.6200199999999993
134,CC(C)C1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,CC(C)c1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.364,3.2959000000000005,0.6915518976886029,2.2149923547892456,374.4440000000001,2,4,6,97.97,3,28,0.14398846,0.042298447,True,0.796917258155333,reward_results_21.csv,0.026964081,0.008604057,0.14398846,0.021804959,0.099922545,0.014733644,0.011759609,0.07687455,0.016249197,0.017503366,0.05217426,0.017002579,133,3.2959000000000005,True,3.2959000000000005
105,N#CCC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,N#CCc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.345,2.23858,0.6879809685914189,2.3549967754318946,371.4000000000001,2,5,6,121.75999999999999,3,28,0.15916824,0.050428722,True,0.9644707841845546,reward_results_21.csv,0.041471492,0.017632525,0.15916824,0.024249416,0.095061585,0.018603645,0.018520469,0.10313544,0.027107788,0.02291962,0.045342095,0.031932373,104,2.23858,True,2.23858
44,COC1=CC(C#N)=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,COc1cc(C#N)cc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.334,2.05278,0.6654288678406496,2.391575803322352,387.39900000000017,2,6,6,130.98999999999998,3,29,0.25203362,0.06125699,True,0.9207680242409269,reward_results_28.csv,0.04042243,0.01750562,0.25203362,0.026528738,0.09230092,0.018595725,0.018158989,0.11860308,0.03393354,0.023588968,0.053422328,0.039989967,43,2.05278,True,2.05278
135,CC1=CC(F)=CC=C1C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,Cc1cc(F)ccc1-c1ccc(C(=O)NCc2ccc(C(N)=O)nc2)nc1,-10.31,2.6200199999999993,0.7270177565528627,2.21847677155462,364.3800000000001,2,4,5,97.97,3,27,0.15942332,0.042319056,True,0.9822737725573149,reward_results_27.csv,0.030911665,0.010542856,0.15942332,0.021740913,0.077937536,0.012627202,0.012784198,0.08288715,0.017546311,0.017136747,0.042147487,0.022143206,134,2.62002,True,2.6200199999999993
46,N#CC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(=O)NC,CNC(=O)c1ccc(CNC(=O)c2ccc(-c3cccc(C#N)c3)cn2)cn1,-10.303,2.30488,0.715452949112991,2.261601006201124,371.40000000000003,2,5,5,107.77000000000001,3,28,0.2673331,0.071090035,True,0.973862891338956,reward_results_21.csv,0.041977007,0.018601403,0.2673331,0.036913633,0.11851035,0.02477118,0.021661662,0.13290049,0.040790793,0.030030198,0.07549658,0.044094138,45,2.30488,True,2.30488
20,C1C2C[C@H1](CC2NC(=O)C1(C)C)NC(=O)C3=CC=C4C(=C3)C5=CC=CC=C5C4=O,CC1(C)CC2C[C@@H](NC(=O)c3ccc4c(c3)-c3ccccc3C4=O)CC2NC1=O,-10.301,3.3211000000000013,0.7071615521464633,3.6703562415963393,388.46700000000016,2,3,2,75.27000000000001,5,29,0.49721608,0.18514849,True,0.785339644091249,reward_results_15.csv,0.049120888,0.037649818,0.30902654,0.18032852,0.22626302,0.09081514,0.056523755,0.382137,0.09224035,0.09835804,0.49721608,0.20210284,19,3.3211000000000013,True,3.3211000000000013
42,CC(=O)C1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,CC(=O)c1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.296,2.3750999999999998,0.6428979006950098,2.188405986726927,374.4000000000001,2,5,6,115.03999999999999,3,28,0.14540936,0.04114468,True,0.9815019540158644,reward_results_29.csv,0.03831135,0.01350938,0.14540936,0.015334776,0.09223909,0.0139002865,0.012733175,0.07639735,0.019320441,0.015103353,0.031593338,0.019884305,41,2.3751,True,2.3750999999999998
153,CC1=NN=NN1C2=CC=CC(=C2)C3=CC=C(N=C3)C(=O)NCC4=CC=CC(=N4)C#N,Cc1nnnn1-c1cccc(-c2ccc(C(=O)NCc3cccc(C#N)n3)nc2)c1,-10.292,2.2294,0.5486561610781504,2.5718172688124614,396.41400000000016,1,7,5,122.27000000000001,4,30,0.29007193,0.06791973,True,0.961534476403656,reward_results_29.csv,0.03831889,0.01787719,0.29007193,0.04194455,0.07956921,0.016727386,0.018611887,0.13817729,0.040311046,0.025676528,0.050600015,0.057150844,152,2.2294,True,2.2294
162,N#CC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,N#Cc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.281,2.0441799999999994,0.7234527370350476,2.2590969908090504,357.37300000000005,2,5,5,121.75999999999999,3,27,0.19792861,0.055565223,True,0.9170530027294856,reward_results_27.csv,0.044984743,0.018910648,0.19792861,0.023823654,0.10550716,0.01964443,0.018296236,0.105292216,0.031497743,0.02172922,0.045807015,0.033361018,161,2.0441799999999994,True,2.0441799999999994
90,CN(CC1=CC=C(C=C1)C2=CC=C3C=CC=CC3=C2)C(=O)NC(=O)C(N)=O,CN(Cc1ccc(-c2ccc3ccccc3c2)cc1)C(=O)NC(=O)C(N)=O,-10.277,2.6601,0.70257928741283,2.155190739165956,361.4010000000001,2,3,3,92.5,3,27,0.21377654,0.100436024,True,0.9775082753906312,reward_results_14.csv,0.05942985,0.03739877,0.200846,0.04959173,0.21199484,0.05856573,0.04556871,0.21377654,0.079323515,0.058054533,0.11889726,0.07178485,89,2.6601,True,2.6601
182,O=C(NCC1=CC=CC(=C1)C#N)C2=CC=C3C(=C2)C4=CC=CC=C4C3=O,N#Cc1cccc(CNC(=O)c2ccc3c(c2)-c2ccccc2C3=O)c1,-10.27,3.6996800000000025,0.6190683041074388,1.9704153356175063,338.36600000000004,1,3,3,69.96000000000001,4,26,0.46051538,0.1927712,True,0.6248441587805666,reward_results_9.csv,0.060587894,0.049422354,0.43873546,0.13424198,0.2840233,0.10698821,0.054608703,0.36939842,0.10231524,0.0888174,0.46051538,0.16360003,181,3.6996800000000025,True,3.6996800000000025
129,CC1=CC=CC=C1C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,Cc1ccccc1-c1ccc(C(=O)NCc2ccc(C(N)=O)nc2)nc1,-10.261,2.4809199999999993,0.7413435269323259,2.108925747259919,346.3900000000001,2,4,5,97.97,3,26,0.15752167,0.04060483,True,0.9859188312057656,reward_results_28.csv,0.031243602,0.009946547,0.15752167,0.018070528,0.088360764,0.012649593,0.011672143,0.07233708,0.017194934,0.015377683,0.0353582,0.017525224,128,2.48092,True,2.4809199999999993
77,C1C=C2C(=O)C=CC=C2C(=C1)C3=CC=C(N=C3)C4=CC=CC(=C4)C(N)=O,NC(=O)c1cccc(-c2ccc(C3=CCC=C4C(=O)C=CC=C43)cn2)c1,-10.254,3.6263000000000023,0.9271556152606311,2.8924491817713527,340.38200000000006,1,3,3,73.05000000000001,4,26,0.49989107,0.16594936,True,0.6551128153019417,reward_results_18.csv,0.07838929,0.099704996,0.22145529,0.08174387,0.16818452,0.09871458,0.048728544,0.49989107,0.0746728,0.10941265,0.31170163,0.1987929,76,3.6263000000000014,True,3.6263000000000023
113,CC(=O)N[C@H1]1CCCN(C1)C2=CC=C(N=C2)C3=CC=CC(=C3)C(=O)NC(=O)C4=CC=CC=C4,CC(=O)N[C@H]1CCCN(c2ccc(-c3cccc(C(=O)NC(=O)c4ccccc4)c3)nc2)C1,-10.246,3.423700000000002,0.5910493490409573,2.68208338757254,442.5190000000002,2,5,5,91.4,4,33,0.2407076,0.09216816,True,0.741133805509959,reward_results_8.csv,0.04570266,0.02418856,0.2407076,0.059161197,0.15878318,0.04056854,0.033515204,0.18846239,0.053294387,0.049082242,0.14723602,0.06531613,112,3.423700000000002,True,3.423700000000002
72,NC(=O)C1=CC=CC(=C1)C2=CC=C(N=C2)C3=CC=CC(=C3)C(=O)NCC(N)=O,NC(=O)CNC(=O)c1cccc(-c2ccc(-c3cccc(C(N)=O)c3)cn2)c1,-10.224,1.7295999999999996,0.6067330954000807,2.0747430850716224,374.40000000000015,3,4,6,128.17000000000002,3,28,0.1549156,0.049403686,True,0.8043310908873706,reward_results_14.csv,0.05509214,0.022634234,0.1549156,0.01332837,0.12359287,0.018968714,0.015998641,0.08979168,0.02878902,0.0166703,0.027200965,0.025861742,71,1.7295999999999996,True,1.7295999999999996
116,C[C@H1](O)[C@H1]1CC[C@H1](CC1)NC(=O)C2=CC=C3C(=C2)C=C4N=C[NH1]C(=O)N4C3,C[C@H](O)[C@H]1CC[C@@H](NC(=O)c2ccc3c(c2)C=C2N=CNC(=O)N2C3)CC1,-10.215,2.2215,0.7635294517301167,3.6488122495405975,368.4370000000001,3,4,3,94.02999999999999,4,27,0.2550234,0.099677324,True,0.9579652424385025,reward_results_28.csv,0.06089812,0.03832157,0.10254752,0.08063539,0.12694095,0.0463889,0.03690172,0.2550234,0.038909655,0.04981663,0.22912546,0.13061857,115,2.2215,True,2.2215
171,CCOC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,CCOc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.206,2.5711999999999993,0.6589360079521244,2.162263506201123,376.4160000000001,2,5,7,107.19999999999999,3,28,0.22279018,0.05395184,True,0.9826668458974646,reward_results_29.csv,0.036483098,0.0133518055,0.22279018,0.02406552,0.09940222,0.016836774,0.015018035,0.09614189,0.025464635,0.020592744,0.05026919,0.027005985,170,2.5711999999999997,True,2.5711999999999993
190,FC1=CC(Cl)=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,NC(=O)c1ccc(CNC(=O)c2ccc(-c3cc(F)cc(Cl)c3)cn2)cn1,-10.201,2.9650000000000016,0.7061193985478496,2.2952409415951074,384.7980000000002,2,4,5,97.97,3,27,0.1827021,0.047409553,True,0.9122472279620572,reward_results_22.csv,0.030961182,0.011732139,0.1827021,0.02450529,0.075382285,0.013514012,0.0149952965,0.09669311,0.020937534,0.019971158,0.04901548,0.028505057,189,2.9650000000000016,True,2.9650000000000016
255,CC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,Cc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.183,2.4809199999999993,0.7413435269323259,2.1098912358254065,346.3900000000001,2,4,5,97.97,3,26,0.1581645,0.039864127,True,0.983597457880269,reward_results_24.csv,0.03042849,0.00944077,0.1581645,0.017184729,0.0884315,0.01226272,0.011180498,0.06943848,0.016728273,0.0148029905,0.03391183,0.016394727,254,2.48092,True,2.4809199999999993
73,CC[C@H1]1CCCC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,CC[C@@H]1C=C(c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)CCC1,-10.176,3.099,0.8227110261867742,3.1078106511389993,364.4490000000001,2,4,6,97.97,3,27,0.12046807,0.052161023,True,0.8681285423980836,reward_results_23.csv,0.051424988,0.02312898,0.08719851,0.032557596,0.1071031,0.025381602,0.020765498,0.12046807,0.02316524,0.027125387,0.06887684,0.03873648,72,3.099,True,3.099
244,CC1=CC(C)=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,Cc1cc(C)cc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.165,2.7893399999999993,0.7308295067526369,2.220921710825875,360.4170000000001,2,4,5,97.97,3,27,0.1437774,0.03520086,True,0.954349433493544,reward_results_28.csv,0.025675865,0.0074647404,0.1437774,0.016561547,0.072350025,0.009926015,0.009634563,0.063791454,0.013031985,0.013700136,0.032140028,0.014356625,243,2.7893399999999997,True,2.7893399999999993
195,CCCOC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,CCCOc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.162,2.9613000000000005,0.61483476321738,2.2065359131801685,390.44300000000015,2,5,8,107.19999999999999,3,29,0.22326615,0.059886385,True,0.9121649262357576,reward_results_22.csv,0.039096497,0.015563091,0.22326615,0.028471656,0.11419413,0.021075636,0.018049646,0.10993767,0.031097518,0.025013411,0.060779475,0.032091774,194,2.9613000000000005,True,2.9613000000000005
39,C[C@H1]1CC2=CC=C(OC)C=C2N1C(=O)C3=CC=CC(=C3)NC(=O)C=CN=C4N=C[NH1]C4,COc1ccc2c(c1)N(C(=O)c1cccc(NC(=O)C=CN=C3CNC=N3)c1)[C@@H](C)C2,-10.158,2.7688000000000006,0.7315930329069585,3.683644803908101,417.4690000000001,2,5,5,95.39,4,31,0.4412797,0.18547122,True,0.9579926181699656,reward_results_29.csv,0.038728464,0.036779482,0.43299484,0.12660193,0.14924411,0.06965641,0.06885478,0.4412797,0.12510757,0.13204943,0.381336,0.22302163,38,2.7688000000000006,True,2.7688000000000006
108,O=C(NC[C@H1]1CCC2=CC=CN=C21)C3=CC=C4C(=C3)C=C5N=C[NH1]C(=O)N5C4,O=C(NC[C@H]1CCc2cccnc21)c1ccc2c(c1)C=C1N=CNC(=O)N1C2,-10.144,2.4069000000000003,0.8661886316453741,3.7533066756195446,373.4160000000001,2,4,3,86.68999999999998,5,28,0.22308064,0.08082616,True,0.979391063887441,reward_results_24.csv,0.046155013,0.0275405,0.16524541,0.056121342,0.08443401,0.02726642,0.030738318,0.22308064,0.03832229,0.04181922,0.12892157,0.10026929,107,2.4069000000000003,True,2.4069000000000003
44,CN(CC1=CC=C(C=C1)C2=CC=CC=C2F)C(=O)NC(=O)NC(=O)C3=CC=CC=C3N,CN(Cc1ccc(-c2ccccc2F)cc1)C(=O)NC(=O)NC(=O)c1ccccc1N,-10.141,3.766300000000001,0.559030224588899,2.232203968854387,420.44400000000013,3,4,4,104.53,3,31,0.31100652,0.10469795,True,0.5953849555952803,reward_results_18.csv,0.03260483,0.018637551,0.31100652,0.060800776,0.15857357,0.04132522,0.03659395,0.21880862,0.05883503,0.061503906,0.19173557,0.0659498,43,3.766300000000001,True,3.766300000000001
193,O=S(=O)C1[C@@H1]CN(CN1)C(=O)C2=CC=CC(=C2)C3=CC=C4C=CC=CC4=C3,O=C(c1cccc(-c2ccc3ccccc3c2)c1)N1C[CH]C([SH](=O)=O)NC1,-10.125,2.651490000000001,0.6869062864735729,3.477418973585782,379.4610000000001,2,4,3,66.48,4,27,0.18898122,0.07140923,True,0.9737553508838644,reward_results_29.csv,0.062820256,0.03234511,0.092985645,0.04475405,0.18898122,0.039909597,0.02935142,0.15737921,0.039248366,0.03247061,0.07934258,0.057322733,192,2.651490000000001,True,2.651490000000001
94,CN(CC1=CC=CC(=C1)C=C2C=CC3=CC=CC(O)=C3C2=C)[C@@H1]C4CCC(=O)N4,C=c1c(=Cc2cccc(CN(C)[CH]C3CCC(=O)N3)c2)ccc2cccc(O)c12,-10.121,2.65669,0.7100383083765271,3.8045337014303904,385.4870000000002,2,3,5,52.57,4,29,0.44317526,0.18902433,True,0.9730571971631644,reward_results_6.csv,0.05643954,0.04586565,0.3405575,0.15967843,0.26055938,0.10640433,0.06407896,0.3852292,0.10896219,0.11363291,0.44317526,0.18370855,93,2.65669,True,2.65669
113,CC1=CC(C)=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C#N,Cc1cc(C)cc(-c2ccc(C(=O)NCc3ccc(C#N)nc3)nc2)c1,-10.109,3.562120000000001,0.786091655490565,2.2909222129563833,342.40200000000004,1,4,4,78.67,3,26,0.22720066,0.05966124,True,0.6790420028346779,reward_results_19.csv,0.030356918,0.011245907,0.22720066,0.041229103,0.10044604,0.019297881,0.017788237,0.10621277,0.02544547,0.028493712,0.07850056,0.029717607,112,3.562120000000001,True,3.562120000000001
204,COC1=CC=CC(=C1)C2=CC=C(N=C2)C(=O)NCC3=CC=C(N=C3)C(N)=O,COc1cccc(-c2ccc(C(=O)NCc3ccc(C(N)=O)nc3)nc2)c1,-10.104,2.1811,0.6987950475247395,2.115061026773086,362.38900000000007,2,5,6,107.19999999999999,3,27,0.21842885,0.04943997,True,0.9462474405332112,reward_results_27.csv,0.03527732,0.012015408,0.21842885,0.019813148,0.09428588,0.014429376,0.01298045,0.08378358,0.02318703,0.017106093,0.03926751,0.02270504,203,2.1811,True,2.1811
225,C[C@@H1](NC(=O)C1=CC=C(N=C1)C2=CC=CC(=C2)C#N)C(=O)NC3=CC=CC(=N3)C#N,C[C@@H](NC(=O)c1ccc(-c2cccc(C#N)c2)nc1)C(=O)Nc1cccc(C#N)n1,-10.095,2.6439600000000008,0.6813680351850976,2.8628442529788156,396.4100000000001,2,6,5,131.56,3,30,0.42656678,0.14433493,True,0.97342629312459,reward_results_23.csv,0.06495263,0.044381764,0.42656678,0.09361226,0.19140744,0.06493519,0.055173505,0.26559073,0.12196795,0.07550181,0.19348131,0.13444786,224,2.6439600000000008,True,2.6439600000000008
224,O=C(C[NH1+1]C(=O)N1CCOCC1)NC2=CC=CC(=C2)C3=CC=CC(=C3)C4=CC=CC=C4,O=C(C[NH+]C(=O)N1CCOCC1)Nc1cccc(-c2cccc(-c3ccccc3)c2)c1,-10.094,2.7605000000000013,0.6730254957628263,2.658427287710598,415.4930000000001,2,3,5,74.24000000000001,4,31,0.19688588,0.0824264,True,0.957241914181152,reward_results_8.csv,0.056846686,0.03361273,0.14367688,0.04672628,0.16903771,0.042737592,0.036868755,0.19688588,0.057933625,0.04601339,0.08654396,0.07223325,223,2.7605000000000013,True,2.7605000000000013
51,COC1=CC=C(N=C1)C(=O)NC2=CC=CC(=C2)C3=CC=C(N=C3)C(=O)NCC(N)=O,COc1ccc(C(=O)Nc2cccc(-c3ccc(C(=O)NCC(N)=O)nc3)c2)nc1,-10.079,1.6195999999999993,0.5463594984971885,2.235607788394301,405.4140000000002,3,6,7,136.3,3,30,0.3905094,0.09908763,True,0.7551237479645376,reward_results_14.csv,0.04975434,0.027622169,0.3905094,0.037722968,0.14515105,0.034046493,0.02948718,0.19482777,0.074495375,0.039804243,0.090698496,0.0749321,50,1.6195999999999993,True,1.6195999999999993
