ID,SMILES,Canonical_SMILES,Docking,LogP,QED,SAS,MW,HBD,HBA,RotatableBonds,TPSA,RingCount,HeavyAtomCount,Toxicity_max,Toxicity_mean,NonToxic_12_Tox21,Fitness,source_file,ToxProb_NR-AR,ToxProb_NR-AR-LBD,ToxProb_NR-AhR,ToxProb_NR-Aromatase,ToxProb_NR-ER,ToxProb_NR-ER-LBD,ToxProb_NR-PPAR-gamma,ToxProb_SR-ARE,ToxProb_SR-ATAD5,ToxProb_SR-HSE,ToxProb_SR-MMP,ToxProb_SR-p53,ValidMol,LogP_calc,LogP_original
245,C#CC1=CC(F)=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNC(=O)C4,C#Cc1cc(F)cc(-c2c[nH]c3ccc(N4CCNC(=O)C4)cc23)c1,-11.4,2.8915000000000006,0.7086290883758459,2.727289697715104,333.36600000000016,2.0,2.0,2.0,48.13,4.0,25.0,0.49794042,0.23276456,True,0.9372650284277272,docking_results_26.csv,0.08149103,0.089617945,0.44561708,0.19711338,0.20449159,0.112029016,0.09476044,0.49794042,0.18214054,0.14415643,0.39496258,0.3488543,True,2.8915000000000006,2.8915000000000006
109,CCC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNC(=O)C4C#N,CCc1cccc(-c2c[nH]c3ccc(N4CCNC(=O)C4C#N)cc23)c1,-11.3,3.2256800000000014,0.7661468127924157,3.188936868075327,344.41800000000006,2.0,3.0,3.0,71.92,4.0,26.0,0.33505446,0.132964,True,0.8238658216339437,docking_results_20.csv,0.05106671,0.03402211,0.33505446,0.11680609,0.14380646,0.048864715,0.046588082,0.29014707,0.078354664,0.0716993,0.22884068,0.15031758,True,3.2256800000000014,3.225680000000001
100,CC(C)C1=CC(=CC=N1)C2=C[NH1]C3=CC=C(C4=C23)N5CCNC(=O)C5C4,CC(C)c1cc(-c2c[nH]c3ccc4c(c23)CC2C(=O)NCCN42)ccn1,-11.3,3.2142000000000017,0.748936505550435,3.3207060988445587,346.43400000000014,2.0,3.0,2.0,61.02,5.0,26.0,0.44788182,0.15999444,True,0.8283626582412416,docking_results_28.csv,0.0450196,0.030083517,0.44788182,0.15947951,0.1348749,0.04742901,0.045077037,0.335181,0.09373842,0.07603735,0.3049187,0.20021242,True,3.2142000000000017,3.2142000000000017
233,CC1[C@@H1]2CN(C[C@H1]2CN1)C(=O)C3=CC=CC(=C3)C4=CC=CC(=C4)C(=O)NO,CC1NC[C@@H]2CN(C(=O)c3cccc(-c4cccc(C(=O)NO)c4)c3)C[C@@H]12,-11.2,2.1524999999999994,0.5750550124977092,3.3900583774030117,365.43300000000005,3.0,4.0,3.0,81.67,4.0,27.0,0.14583424,0.06264969,True,0.9430693868159448,docking_results_27.csv,0.05658725,0.025445476,0.089778274,0.04362229,0.14583424,0.03019922,0.020969437,0.13614854,0.02683065,0.024730107,0.096623145,0.05502771,True,2.1524999999999994,2.1524999999999994
100,CC1=CC([O-1])=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCC(CC4)N5CCNCC5,Cc1cc([O-])cc(-c2c[nH]c3ccc(N4CCC(N5CCNCC5)CC4)cc23)c1,-11.2,3.0909200000000014,0.7228054946103735,2.936074333285932,389.5230000000003,2.0,4.0,3.0,57.36,5.0,29.0,0.25648022,0.10478065,True,0.8716331176086137,docking_results_22.csv,0.03777299,0.021720488,0.25129852,0.10699002,0.11342078,0.032980435,0.029773956,0.25648022,0.05777139,0.05312852,0.16802089,0.12800968,True,3.0909200000000014,3.090920000000001
190,CC(=O)C1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CC5N(C(=O)NC5=O)CC4,CC(=O)c1cccc(-c2c[nH]c3ccc(N4CCN5C(=O)NC(=O)C5C4)cc23)c1,-11.2,2.7779,0.5337097417604099,3.0016219312728367,388.4270000000002,2.0,4.0,3.0,85.50999999999999,5.0,29.0,0.30898857,0.12835847,True,0.9576317673454308,docking_results_15.csv,0.069040745,0.051740345,0.25884926,0.08465229,0.15426567,0.053981792,0.051045433,0.30898857,0.093254246,0.061676282,0.1761952,0.17661186,True,2.7779,2.7779
3,CC(=O)C1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CC5NC(=O)CNC5=N4,CC(=O)c1cccc(-c2c[nH]c3ccc(N4CC5NC(=O)CNC5=N4)cc23)c1,-11.2,2.258999999999999,0.6145640723623358,3.526061042932449,373.4160000000001,3.0,5.0,3.0,89.59,5.0,28.0,0.40350217,0.1335169,True,0.9641386543018888,docking_results_18.csv,0.05819174,0.038439393,0.40350217,0.08571677,0.14197223,0.042803515,0.041030318,0.29405746,0.08788149,0.053655554,0.18691313,0.16803898,True,2.258999999999999,2.258999999999999
236,CC1=CC(C)=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CC5NC(=O)CNC5=N4,Cc1cc(C)cc(-c2c[nH]c3ccc(N4CC5NC(=O)CNC5=N4)cc23)c1,-11.2,2.673239999999999,0.6586736548373903,3.593549151100575,359.4330000000001,3.0,4.0,2.0,72.52000000000001,5.0,27.0,0.41870093,0.12401786,True,0.9737906474965238,docking_results_19.csv,0.03992395,0.02257202,0.41870093,0.09762148,0.11407239,0.03170194,0.032619298,0.27040505,0.0664683,0.051319115,0.20233527,0.14047468,True,2.673239999999999,2.673239999999999
187,N#CC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNC(=O)C4C#N,N#Cc1cccc(-c2c[nH]c3ccc(N4CCNC(=O)C4C#N)cc23)c1,-11.2,2.534959999999999,0.7485234701052585,3.2940199449984036,341.3740000000001,2.0,4.0,2.0,95.71000000000001,4.0,26.0,0.4204354,0.18648948,True,0.9838323008184472,docking_results_20.csv,0.07717813,0.068729095,0.4204354,0.15149117,0.17858182,0.07908885,0.07645822,0.391017,0.15160464,0.10163291,0.2749881,0.26666826,True,2.534959999999999,2.534959999999999
166,CCC1=NC=CC(=C1)C2=C[NH1]C3=CC=C(C4=C23)N5CCNC(=O)C5C4,CCc1cc(-c2c[nH]c3ccc4c(c23)CC2C(=O)NCCN42)ccn1,-11.2,2.6532,0.7583377365860282,3.2830978265902058,332.4070000000001,2.0,3.0,2.0,61.02,5.0,25.0,0.42406783,0.13498537,True,0.9760597133898242,docking_results_29.csv,0.048152514,0.030286921,0.42406783,0.12190166,0.106107555,0.03523844,0.04043762,0.2922289,0.07979179,0.06126861,0.20265333,0.17768927,True,2.6532,2.6532
238,C1[C@](C=CC=C1F)C2=CC=CC(=C2)C3=C[NH1]C4=CN=C(C=C34)N5CN6CCNCC6=N5,FC1=CC=C[C](c2cccc(-c3c[nH]c4cnc(N5CN6CCNCC6=N5)cc34)c2)C1,-11.2,3.961990000000003,0.6824509282328531,3.8172500246726324,413.48000000000025,2.0,5.0,3.0,59.550000000000004,6.0,31.0,0.44440064,0.18147366,True,0.5226797035012127,docking_results_19.csv,0.060548674,0.057278164,0.3653128,0.16536684,0.12917686,0.06169752,0.06927414,0.44440064,0.12914947,0.10453413,0.2809887,0.30995598,True,3.961990000000003,3.961990000000003
28,C1[NH2+1]CCC=2C=NC=3[NH1]C=CC=3C=2C=C1C4=CC=CC5=CC=CC=C45,C1=C(c2cccc3ccccc23)C[NH2+]CCc2cnc3[nH]ccc3c21,-11.2,3.3762000000000025,0.553319147346688,3.4271601592535657,326.42300000000006,2.0,1.0,1.0,45.29,5.0,25.0,0.45606133,0.1529924,True,0.7601486215510851,docking_results_28.csv,0.044419214,0.028622985,0.45606133,0.15277895,0.16278236,0.052243114,0.046423905,0.29220486,0.086229354,0.07808911,0.29188102,0.1441725,True,3.3762000000000025,3.3762000000000025
44,C1C=CC2=C(C=CC=C21)C3=C[NH1]C4=CC=C(C=C34)N5CCNC(=O)C5,O=C1CN(c2ccc3[nH]cc(-c4cccc5c4C=CC5)c3c2)CCN1,-11.2,3.3404000000000016,0.7574250946664131,2.7707385542639607,329.40300000000013,2.0,2.0,2.0,48.13,5.0,25.0,0.48478717,0.22323777,True,0.7750932270138614,docking_results_22.csv,0.0788168,0.07663329,0.48478717,0.19025803,0.19833636,0.09609385,0.078159206,0.48107994,0.16097488,0.12183838,0.38590175,0.32597345,True,3.3404000000000016,3.3404000000000016
223,CC1=NC(=O)C=CC1C2=CC=CC(=N2)C3=C[NH1]C4=CC5=C(C=C34)NCNCCC5,CC1=NC(=O)C=CC1c1cccc(-c2c[nH]c3cc4c(cc23)NCNCCC4)n1,-11.2,3.7760000000000016,0.6270427808434738,3.951354960766377,385.47100000000023,3.0,4.0,2.0,82.17,5.0,29.0,0.48990867,0.1675825,True,0.5926965831734651,docking_results_18.csv,0.04850574,0.036164485,0.48990867,0.14256792,0.12566356,0.049316384,0.053416807,0.36402798,0.11186608,0.08996629,0.2792765,0.22030953,True,3.7760000000000016,3.7760000000000016
252,CCOC1=CC(C#N)=CC(=C1)C2=C[NH1]C3=CC=C(C4=C23)N5CCNC(=O)C5C4,CCOc1cc(C#N)cc(-c2c[nH]c3ccc4c(c23)CC2C(=O)NCCN42)c1,-11.2,2.9661800000000014,0.7406414414560062,3.3129157437871495,372.42800000000017,2.0,4.0,3.0,81.15,5.0,28.0,0.4904553,0.20090188,True,0.9118719158252464,docking_results_28.csv,0.06198836,0.054883245,0.4904553,0.18208131,0.14802833,0.068890736,0.066076,0.4321374,0.132583,0.10381182,0.36709982,0.3027872,True,2.9661800000000014,2.9661800000000014
235,C#CC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNC(=O)C4,C#Cc1cccc(-c2c[nH]c3ccc(N4CCNC(=O)C4)cc23)c1,-11.2,2.7523999999999997,0.7144889002012347,2.5667800567372705,315.3760000000001,2.0,2.0,2.0,48.13,4.0,24.0,0.49106753,0.24286354,True,0.962220719193554,docking_results_26.csv,0.09320832,0.10149837,0.47225463,0.19209613,0.25299695,0.13284282,0.1001317,0.49106753,0.20992483,0.14596114,0.38732275,0.3350574,True,2.7523999999999997,2.7524
222,CCC1=CC=CC=C1C2=C[NH1]C3=CC=C(C=C23)N4CCN(C(N)=O)CC4C#N,CCc1ccccc1-c1c[nH]c2ccc(N3CCN(C(N)=O)CC3C#N)cc12,-11.1,3.4901800000000014,0.7363597925009332,3.1662723463512528,373.46000000000015,2.0,3.0,3.0,89.15,4.0,28.0,0.25576967,0.105740406,True,0.7093455578908157,docking_results_17.csv,0.05159753,0.034235157,0.23894586,0.08070173,0.12983666,0.041869085,0.041365568,0.25576967,0.07198845,0.059145845,0.1389435,0.12448577,True,3.4901800000000014,3.4901800000000014
245,CC(=O)C1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCN(C(N)=O)CC4,CC(=O)c1cccc(-c2c[nH]c3ccc(N4CCN(C(N)=O)CC4)cc23)c1,-11.1,3.238200000000001,0.7018694051573333,2.255029458341518,362.4330000000002,2.0,3.0,3.0,82.43,4.0,27.0,0.2561796,0.10618729,True,0.8137415630519613,docking_results_16.csv,0.060027026,0.04043672,0.2561796,0.060939424,0.14876458,0.044386752,0.03995015,0.2526549,0.08219578,0.050778493,0.11767663,0.12025754,True,3.238200000000001,3.238200000000001
9,C=1[C@H1]C2N(C)C(=O)C[C@@]2(C)C=1C3=CC=CC(=C3)C4=CC=CC(=C4)C(=O)NO,CN1C(=O)C[C@@]2(C)C(c3cccc(-c4cccc(C(=O)NO)c4)c3)=C[CH]C12,-11.1,3.3108900000000006,0.6508838990367852,3.676347699142169,361.42100000000005,2.0,3.0,3.0,69.64,4.0,27.0,0.27853623,0.11919714,True,0.7845343951934585,docking_results_29.csv,0.047272958,0.031006983,0.19123918,0.102324046,0.1684007,0.058449607,0.046050027,0.2663632,0.056301873,0.072144404,0.27853623,0.11227642,True,3.3108900000000006,3.310890000000001
63,O=C(NC1CCCNC1)C2=CC=CC(=C2)C3=C[NH1]C4=CC=C(C=C34)N5CCNCC5,O=C(NC1CCCNC1)c1cccc(-c2c[nH]c3ccc(N4CCNCC4)cc23)c1,-11.1,2.7263,0.5406114852305937,2.9183599904336948,403.53000000000026,4.0,4.0,4.0,72.19,5.0,30.0,0.28024694,0.10361364,True,0.9631248078177592,docking_results_14.csv,0.047221154,0.027030159,0.28024694,0.083939455,0.12418975,0.034831014,0.031332903,0.24269031,0.065638565,0.04948288,0.13365415,0.1231063,True,2.7263,2.7263
241,CC1=CC=C(Cl)C(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCN(C(N)=O)CC4,Cc1ccc(Cl)c(-c2c[nH]c3ccc(N4CCN(C(N)=O)CC4)cc23)c1,-11.1,3.9974200000000035,0.7176483481479446,2.2840608823950532,368.8680000000003,2.0,2.0,2.0,65.36000000000001,4.0,26.0,0.32604843,0.12598856,True,0.5085708709369401,docking_results_22.csv,0.044051066,0.030733986,0.32604843,0.09774035,0.13066018,0.043118592,0.043745473,0.30173284,0.08680191,0.06711502,0.1880717,0.15204318,True,3.9974200000000035,3.997420000000004
77,CC1=CC=C(C=C1C2=CN=C3[NH1]C=C([C@@H1]4CCCNC4)C3=C2)C#N,Cc1ccc(C#N)cc1-c1cnc2[nH]cc([C@@H]3CCCNC3)c2c1,-11.1,3.8770000000000016,0.7539136618527946,3.0761543364478383,316.4080000000001,2.0,3.0,2.0,64.5,4.0,24.0,0.3295265,0.12754963,True,0.5517137081864736,docking_results_12.csv,0.05149492,0.03119494,0.3295265,0.14014885,0.13456836,0.045753878,0.039903246,0.2549273,0.06972152,0.063642725,0.22537972,0.14433365,True,3.8770000000000016,3.8770000000000016
116,CC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNC(=O)C4C#N,Cc1cccc(-c2c[nH]c3ccc(N4CCNC(=O)C4C#N)cc23)c1,-11.1,2.971700000000001,0.7586332304572465,3.168773537865233,330.391,2.0,3.0,2.0,71.92,4.0,25.0,0.37590846,0.14168729,True,0.907073814630912,docking_results_29.csv,0.05230777,0.03566292,0.37590846,0.12207463,0.15110715,0.051269274,0.049959473,0.30184743,0.092049286,0.07513487,0.2301561,0.16277032,True,2.971700000000001,2.971700000000001
212,N#CC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CC5N(CC4)C(=O)CN5O,N#Cc1cccc(-c2c[nH]c3ccc(N4CCN5C(=O)CN(O)C5C4)cc23)c1,-11.1,2.386079999999999,0.7202970723190013,3.3475089061803125,373.41600000000017,2.0,5.0,2.0,86.60000000000001,5.0,28.0,0.3830962,0.16845815,True,0.9763050919794364,docking_results_13.csv,0.07891502,0.06785652,0.3190535,0.13903804,0.17530172,0.07213328,0.06672849,0.3830962,0.13959387,0.082811415,0.22342472,0.27354506,True,2.386079999999999,2.386079999999999
193,CC1=C(Cl)C=CC(=C1)C2=C[NH1]C3=CC=C(C4=C23)N5CCNC(=O)C5C4,Cc1cc(-c2c[nH]c3ccc4c(c23)CC2C(=O)NCCN42)ccc1Cl,-11.1,3.6576200000000023,0.7025976083072276,3.142511999403693,351.83700000000016,2.0,2.0,1.0,48.13,5.0,25.0,0.4419493,0.1798498,True,0.6387256621610893,docking_results_28.csv,0.043156587,0.03379891,0.4419493,0.18152225,0.13300516,0.053840015,0.056484427,0.39437985,0.096336715,0.09493211,0.38529977,0.24349259,True,3.6576200000000023,3.6576200000000014
181,CNC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCN(C(N)=O)CC4C#N,CNc1cccc(-c2c[nH]c3ccc(N4CCN(C(N)=O)CC4C#N)cc23)c1,-11.1,2.96948,0.6558813471254824,3.2284086925050985,374.4480000000002,3.0,4.0,3.0,101.18,4.0,28.0,0.47859335,0.17534636,True,0.9077290173025776,docking_results_16.csv,0.05916852,0.047928132,0.47859335,0.123252176,0.17971107,0.06723048,0.059350163,0.37572485,0.15325746,0.089094184,0.24416432,0.22668144,True,2.96948,2.96948
79,CC(=O)N(C)C(=O)NC1=CC=CC(=C1)C2=C[NH1]C3=CC=C(C=C23)N4CCNCC4,CC(=O)N(C)C(=O)Nc1cccc(-c2c[nH]c3ccc(N4CCNCC4)cc23)c1,-11.1,3.2547000000000015,0.6402583555838303,2.554309592512885,391.47500000000025,3.0,4.0,3.0,80.47,4.0,29.0,0.48984224,0.17477942,True,0.8072110176793086,docking_results_16.csv,0.055684518,0.04276735,0.48984224,0.12534729,0.18296555,0.06641744,0.055998813,0.37133452,0.14519118,0.09134652,0.2592697,0.21118785,True,3.2547000000000015,3.254700000000001
166,CN(C(=O)C1=CC=CC(=C1)C2=CC=CC=C2)C(=O)C3=CC=CC(=C34)NCNCC4,CN(C(=O)c1cccc(-c2ccccc2)c1)C(=O)c1cccc2c1CCNCN2,-11.0,3.7811000000000012,0.6738352164199974,2.5622621742684775,385.46700000000016,2.0,4.0,3.0,61.440000000000005,4.0,29.0,0.17964429,0.059712958,True,0.5861229592244636,docking_results_20.csv,0.031274702,0.012161558,0.17964429,0.041839693,0.11108182,0.021328852,0.019542597,0.11724646,0.02368995,0.029411666,0.09667164,0.0326622,True,3.7811000000000012,3.781100000000001
191,O=C(N1CCNCC1)C2=CC=CC(=C2)C3=C[NH1]C4=CC=C(C=C34)N5CCNCC5,O=C(c1cccc(-c2c[nH]c3ccc(N4CCNCC4)cc23)c1)N1CCNCC1,-11.0,2.2899000000000003,0.6432402486857554,2.432826817764516,389.50300000000027,3.0,4.0,3.0,63.400000000000006,5.0,29.0,0.2241912,0.08449785,True,0.9614525678983024,docking_results_10.csv,0.04967986,0.029549489,0.19262546,0.06345522,0.10376512,0.02840115,0.02848771,0.2241912,0.055199634,0.03958682,0.0838902,0.11514224,True,2.2899000000000003,2.2899000000000003
255,C[C@H1](C1=CC=CC=C1)C2=C[NH1]C3=CC=C(C4=C23)N5CCNC(=O)C5C4,C[C@H](c1ccccc1)c1c[nH]c2ccc3c(c12)CC1C(=O)NCCN31,-11.0,3.180600000000001,0.7575833723017807,3.4045809819107156,331.4190000000001,2.0,2.0,2.0,48.13,5.0,25.0,0.23081493,0.1002072,True,0.8324511784639133,docking_results_29.csv,0.04380701,0.024859823,0.1785808,0.10663768,0.12246056,0.038568515,0.037708536,0.23081493,0.03958334,0.05602486,0.22107267,0.102367744,True,3.180600000000001,3.180600000000001
104,O=C(/C=C/CCCCCC(=O)NC1=CC=C2CC(=O)NCC2=C1N3)C=CC=CC3=O,O=C1C=CC=CC(=O)Nc2c(ccc3c2CNC(=O)C3)NC(=O)CCCCC/C=C/1,-11.0,2.9377000000000004,0.6149581495301258,3.8151425777183725,407.47000000000014,3.0,4.0,0.0,104.37,3.0,30.0,0.23238218,0.058006898,True,0.9129557729444648,docking_results_7.csv,0.04411202,0.035650942,0.05020631,0.022755435,0.06030115,0.024399102,0.030186607,0.23238218,0.03169191,0.04567309,0.0451832,0.07354086,True,2.9377000000000004,2.9377000000000004
