SMILES,dataset
COc1ccc([C@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2ccc(Cl)c([N+](=O)[O-])c2)cc1OC,zink
CNc1cc(OC)c(cc1Cl)C(=O)NC[C@@H]1CN(Cc2ccccc2)C[C@H]1C,crossdocked
CCCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)[C@H]2c2ccc(N(C)C)cc2)cc1C,zink
CCOc1cc([C@@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)C[C@H](c2ccco2)C3)ccc1OC(C)=O,zink
CCOCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@H](c3cccs3)C2)[C@@H]1c1ccc(C(=O)OC)cc1,zink
CCCOC(=O)N1CCN(C(=O)c2ccc3ccc(-c4ccccc4)nc3c2)C[C@H]1C,chembl
COc1ccc(C(=O)N2C[C@@H](CC[C@H]2C)Oc2nccc(C#N)c2C)c(SC)n1,crossdocked
CC12CCC(=O)N1C(C(=O)N1CCN(c3cccc(Cl)c3)CC1)CS2,chembl
Cc1ccc(S(=O)(=O)NNC(=O)C2CC=CCC2C(=O)O)cc1,chembl
COc1ccc(C(=O)N2CC(=O)Nc3ccccc32)cc1S(=O)(=O)N1CCOCC1,chembl
COc1cc(-c2nc(=O)c(CCC(=O)NCC(C)C)n[nH]2)ccc1OCC1CCC1,chembl
Clc1ccc2[nH]c(=O)c3nc(nn3c2c1)-c1ccoc1,crossdocked
COc1ccccc1CNC(=O)COc1ccc(C)cc1,chembl
O=C(O)CCCCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@H]1c1cccc([N+](=O)[O-])c1,zink
CCCOc1ccc([C@@H]2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)[C@@H](C(=O)OC)[C@H](C)C3)cc1,zink
Cc1c(N2CCC(N)C(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,chembl
Cc1sc2nc(CN3CCN(C(=O)N[C@@H](CCCC#N)c4ccccc4)CC3)nc(O)c2c1C,zink
CC(O)c1cc(C)c(cn1)-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)sc2c1,crossdocked
COc1c2c(c(Br)c3c1OCO3)CCN(C)C(C(=O)c1cccc(NC(=O)C3CC3)c1)=C2,zink
Clc1ccc(cc1)-n1ncc(n1)C(=O)Nc1ccc(cc1)[C@H]1CNCCO1,crossdocked
COc1ccc([C@@H]2[C@H](C(=O)c3ccccc3)N3c4ccc(F)cc4C=C[C@@H]3[C@]2(C#N)C(N)=O)cc1,zink
CC(C)C(=O)N1CCN(c2cccc(Cl)c2)CC1,chembl
CS(=O)(=O)[C@H]1CCN(C(=O)c2ccc(F)c3occc23)C1,chembl
Clc1ccccc1CCSc1[nH]c(=O)c(C#N)c2CCCCc12,crossdocked
CCCC(=O)Nc1ccc(Br)cn1,chembl
CN(CCc1cnn(c1)-c1cc(ccn1)C(=O)N[N+]#[C-])Cc1ccc(F)cc1,crossdocked
CS(=O)(=O)N1CCCCCC1C1CCN(c2ncccc2C#N)CC1,chembl
C=CCN(CC=C)S(=O)(=O)c1ccc(NC(=O)COc2ccc(C)cc2Br)cc1,zink
CN(C)CCNC(=O)c1cccc2nc(-c3ccccc3)oc12,chembl
Fc1ccc(Cc2n[nH]c(=O)c3CCCCc23)cc1NC(=O)C1CNC1,crossdocked
CCCCN(C(=O)COC(=O)c1nc2nccc(C)n2n1)C1CCS(=O)(=O)C1,chembl
CC(C)Nc1ncc(s1)-c1cc(ncn1)-c1ccccc1Cl,crossdocked
C[C@H](Nc1nccc(N2C(=O)OC(C)(C)C2(C)C)n1)c1ccccc1,chembl
N[C@@H]([C@H]1CC[C@H](C1)OC(=O)Nc1cccc(F)c1)C(=O)N1CCSC1,crossdocked
COc1ccc([C@@H]2CC(=O)c3c(cc(OC)c(O)c3OC)O2)cc1,chembl
COc1cccc(CCN2CCN(Cc3cc4ccccc4o3)CC2)c1,crossdocked
COc1cccc(OC)c1C1CCC(=O)N1Cc1cnc2ccccc2c1,crossdocked
Cc1noc2ccc(cc12)N1CCN(Cc2ccc3c4NCCCc4c(=O)[nH]c3c2)CC1,crossdocked
Cc1c(N)cccc1OCCCNCC1CCc2ccc(O)cc2O1.O=C(O)C(=O)O,chembl
NC(=O)c1nn(CC(=O)N2[C@@H]3C[C@@H]3C[C@H]2C(=O)N[C@@H]2C[C@H]2c2ccccc2)c2ccccc12,crossdocked
Cc1ccc(S(=O)(=O)CCN2CCC(C#N)CC2)cc1,chembl
COc1cc(NC(=O)CCc2nnc3ccc(N4CCCC4)nn23)cc(OC)c1OC,chembl
COc1ccc([C@@H]2C(C(=O)/C=C/c3ccccc3)=C(O)C(=O)N2CCCCCC(=O)O)cc1OC,zink
CCc1cnc(OCc2cn(nn2)-c2cccc(C)c2)nc1,crossdocked
O=C(NC1CC(=O)N(c2ccc(F)cc2)C1)C(=O)c1c[nH]c2ccccc12,chembl
O=C(C[C@@H]1COC[C@H]2CN(CC3CC3)C[C@@H]12)N1CCCCO1,chembl
CNc1cc(Nc2cccnc2OC(F)(F)F)nc2c(cnn12)C(N)=O,crossdocked
CN1C(=O)C(O)=C(C(=O)c2ccc(Br)cc2)[C@@H]1c1ccc(Br)cc1,zink
CCOc1ccc(NC(=O)Cn2c(C)ccc(C#N)c2=O)cc1,chembl
C=CCn1c(SCC(=O)Nc2ccc(Cl)c(C(=O)OCC)c2)nnc1-c1ccccc1O,zink
C=CCN1C(=O)/C(=C2/C(=O)N(CC(=O)Nc3ccccc3Cl)c3ccccc32)SC1=S,zink
CS(=O)(=O)NCCC(Nc1ncc(cn1)-c1nnc(o1)C(F)F)c1ccc(F)cc1,crossdocked
O=C1COc2ccc(-c3csc(NCC4CCCO4)n3)cc2N1,chembl
COc1ccc(C(=O)Oc2ccc3ccccc3c2/C=N/NS(=O)(=O)c2ccccc2)cc1,zink
Cc1cc(C)n(C(C)CC(=O)N2CCc3ccccc32)n1,chembl
COc1cccc2cc(C(=O)C3=C(O)C(=O)N(CCCN4CCOCC4)[C@@H]3c3ccc(C)cc3)oc12,zink
Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2)c1,crossdocked
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2c1ccc(OC)cc1OC,zink
COc1cccc(C(=O)Nc2cccc(-c3ccc(N4CCOCC4)nn3)c2)c1OC,chembl
CCc1ccccc1NC(=O)Cn1nnc(C(=O)NCc2cccs2)c1N,chembl
C[C@]12CC[C@@H]3[C@H](CCC4=C/C(=N\OCC(=O)NCCc5ccc(O)c(O)c5)CC[C@@]43C)[C@@H]1CC[C@H]2O,zink
O=C(NCCn1ccc(-c2ccc(F)c(F)c2)n1)N1CCCCC1,chembl
CN(/N=C1\C(=O)Nc2ccccc21)c1ccccc1,chembl
Cc1ccnc(c1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1ccc(nc1)C(C)(C)O,crossdocked
CCC1CCCCCC[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](NC)[C@H]2O)[C@@H](C)C(=O)NCCC1,chembl
CN([C@H]1C[C@H]2CN(C[C@H]2C1)C(=O)CO)c1ncnc2[nH]ccc12,crossdocked
COc1ccc(C(=O)NC(=S)N(C)Cc2ccccc2)cc1Br,chembl
COC(=O)c1ccc([C@H]2C(C(=O)OCCOC(C)C)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc1,zink
N#Cc1cc(NC(=O)CCn2nc(-c3nc(-c4cccc(Cl)c4)no3)ccc2=O)ccc1Cl,zink
Cc1c(cccc1C(F)(F)F)-c1cnc2ccn(CC(=O)N3CCC3)c2c1,crossdocked
Cn1ncc(NC(=O)c2nc(-c3c(F)cccc3F)sc2N)c1N1CCC(F)C(C)(N)CC1,chembl
CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCN(CC)CC)[C@@H]2c2ccc(OC)cc2)cc1,zink
O=C(CC1CCCC1)Nc1ccc(Br)cc1,chembl
CN(C)CCCNC(=O)COc1ccccc1,chembl
Cc1cc2ncc(cc2n1CC(=O)N1CCC1)-c1ccccc1,crossdocked
COc1ccc(C(=O)/C=C/Nc2ccccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1OC,zink
COc1ccc(NC(=O)[C@H]2CCCN2/N=C/c2ccc(OC)c(OCC(C)C)c2)cc1OC,zink
C[C@@H]1CCc2c(sc(NC(=O)c3cccc(S(=O)(=O)Nc4cccc(C(=O)O)c4)c3)c2C#N)C1,zink
COc1ccc(/C=N/n2c(SC)nnc2C(F)F)cc1Cn1nc(C)c(Br)c1C,zink
CCC(=O)CC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,zink
C=CCOc1cc(Cl)c([C@H]2NC(=O)NC(C)=C2C(=O)NCc2ccccc2)cc1OCC,zink
CCOc1cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)C[C@H](c2ccc(OC)cc2)C3)ccc1O,zink
CCOc1ccc(CCNC(=O)Nc2cccc(OC)c2)cc1OCC,chembl
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC1CCCC1)[C@H]2c1cccc(Cl)c1,zink
CC(CF)(CF)c1csc(n1)-c1cnn2c(cc(=O)[nH]c12)C1CCNCC1,crossdocked
OC[C@H]1CCCN1Cc1ccc(COc2cccc(CS(=O)(=O)C3CC3)c2)cc1,crossdocked
O=C(C[N@+]12CC[C@@]34c5ccccc5N5C(=O)C[C@@H]6OCC=C(C1)[C@H](C[C@@H]32)[C@@H]6[C@H]54)c1ccc(Cl)cc1,zink
CC1CCCCN1CCCNC(=O)c1ccc2nc(N3CCCCC3)sc2c1,chembl
CC(C)(O)c1cc2ccc(C#CCCN3C(=O)c4ccccc4C3=O)cc2c(=O)o1,chembl
CNc1nn2c3c(cnc2c1S(=O)(=O)c1ccccc1)CN(C)CC3,chembl
C=CCn1c(CC(=O)Nc2cccc(OC)c2)nnc1SCC(=O)Nc1cccc(SC)c1,zink
CCC(C)Nc1nc2ccccc2c(=O)o1,crossdocked
CCOCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccs3)C2)[C@H]1c1cccc(O)c1,zink
Cc1cccc(Cl)c1NC(=O)CN1CCC(CC1)c1ccccn1,crossdocked
C[C@@H]1CC[C@H](CN1C(=O)c1nc(C)sc1-c1ccccc1)Oc1nccc(C#N)c1C,crossdocked
COc1ccc(cc1F)-c1ccc(O[C@H]2C[C@@H](C2)N=C=S)cc1,crossdocked
CCCS(=O)(=O)N1CCN(C2(CNC(=O)c3ccc(F)cc3C)CCCCC2)CC1,chembl
Cc1ccc(C)c(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)[C@H]2c2ccc([N+](=O)[O-])cc2)c1,zink
Cn1nc(N)c2ccc(cc12)-c1nn(cc1C(N)=O)C(C)(C)C,crossdocked
CCC(=O)NC1CCCc2c1cncc2-c1ccc(cc1)C#N,crossdocked
CCCCc1nnc2n1CCc1c(CC)nn(C3CCCC3)c1-2,chembl
CC1(C)CCN(C(=O)C1)c1ccc(cn1)C#Cc1cccc(F)c1,crossdocked
CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCN(CC)CC)[C@H]2c2ccc(OC)cc2)cc1,zink
C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CCN1CCOCC1,crossdocked
C=CCOc1ccc([C@H]2CC(=O)Nc3c2c(C)nn3-c2ccc(N3CCCCC3)nn2)cc1OC,zink
O=C1COc2c(F)cc(NC(=O)N[C@H]3COC[C@@H]3N3CCCCC3)cc2N1,chembl
COc1ccnc(c1F)-c1cnc(N)c(n1)C(=O)Nc1ncccc1N1CCC(C)(N)CC1,crossdocked
CC(C)=NNc1nc(O)c2c3c(sc2n1)COC(C)(C)C3,chembl
c1ccc(Nc2nc(N3CCCCC3)nc(N3CCNCC3)n2)cc1,chembl
CCN1CCc2c(nn(-c3ccccc3Cl)c2-c2ccc(Cl)cc2)C1=O,chembl
Cn1nccc1-c1cc(NC(=O)Nc2ccc(Cl)cc2)ccc1OCCN1CCCC1,crossdocked
O=C(c1ccc2cc(OCCCN3CCCCC3)ccc2c1)N1CCCC1,chembl
O=C1/C(=C/c2ccc(O)cc2)COc2c1ccc(O)c2O,chembl
Cc1cc(C(=O)c2ccc(F)cc2)ccc1OCCN1CCCCC1,chembl
Clc1ccc(CNC(=O)N2CCC(CC2)Oc2ccccc2)c(Cl)c1,crossdocked
CCCOCCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OC)[C@H](C)C2)[C@@H]1c1ccc(OCCC)cc1,zink
CCN1CCOc2ncc(NS(=O)(=O)c3cc(F)ccc3OC)cc2C1=O,crossdocked
CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nnc(C)s3)[C@@H]2c2ccc(OC)c(OC)c2)cc1,zink
COCc1ncc(CN2CCC3(CCNC(=O)CC3)CC2)cn1,chembl
COC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3)C2)[C@@H]1c1ccc(OC(C)=O)c(OC)c1,zink
NS(=O)(=O)Cc1ccc(CNc2ccc3ccc(F)cc3n2)cc1,chembl
COCCn1c(=S)[nH]c2cc(C(=O)N3CCc4ccccc4C3)ccc2c1=O,chembl
NS(=O)(=O)c1cc(C(=O)OCC(=O)N2CCOCC2)ccc1Cl,chembl
COc1ccc(C(=O)C2=Cc3c(c(Br)c4c(c3OC)OCO4)CCN2C)cc1F,zink
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(F)cc3)[C@H]2c2ccc(F)cc2)nc1C,zink
O=C(O)[C@@](F)(C(F)(F)F)C(F)(F)N1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,zink
C[C@H]1NC(=O)c2cc([nH]c12)-c1cccc2c1nc([nH]c2=O)N(C)C(C)(C)C,crossdocked
CCc1sc(Cc2c[nH]cn2)nc1C,chembl
NC(=O)[C@H]1CCCC[C@H]1NCc1ccc(cc1)[C@H]1COc2ccccc2O1,crossdocked
N=C1N(c2ccccc2)C(=O)C(=NNc2ccc(Br)cc2)C(=O)N1c1ccccc1,zink
N[C@@H](CO)C(=O)Nc1cccc(n1)-c1ccc(Oc2ccc(F)cc2)cc1,crossdocked
O=C(O)CCCCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@H]1c1ccccc1[N+](=O)[O-],zink
CCCC(=O)c1ccc(OCc2cn(CC(=O)c3ccc(O)cc3)nn2)cc1,chembl
CCOC(=O)C1CCN(CN2C(=O)/C(=N\c3ccc(OC(F)(F)F)cc3)c3ccccc32)CC1,zink
O=C1Nc2cc3[nH]nc(-c4ccnnc4)c3cc2CN1Cc1cccc(c1)C#N,crossdocked
CCCN1CCN(CCNC(=O)Nc2ccccc2Cl)CC1,chembl
Cc1nnc([nH]1)-c1cc(C(=O)N2CC(C2)c2ccc(cc2)C#N)c(C)cc1C1CCC1,crossdocked
C1Cc2cc(ccc2-n2c1nnc2-c1ccccc1)-c1cccnc1,crossdocked
O=C1C2CCCN2C(c2ccc(Cl)cc2)N1c1nccs1,chembl
CC[C@H]1[C@@H]2C=C[C@@H]3[C@H]4C/C=C\C(=O)NCCC[C@@H]5NC(=O)C(=C5O)C(=O)/C=C/[C@@H]4C[C@@H]3[C@H]2C[C@H]1C,zink
COc1nc(ccc1-c1cn[nH]c1)N1CCC(N2CCC(F)(F)CC2)C1=O,crossdocked
Oc1nc(C(Cl)(Cl)Cl)nc2ccccc12,chembl
CC#CCN1C(=O)N[C@@](Cc2cccc(F)c2)(C2CCN(Cc3c(F)cccc3Cl)CC2)C1=O,zink
CCOC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OCC)[C@@H](c3ccco3)C2)[C@H]1c1ccsc1,zink
Oc1c(Br)cc(Br)cc1/C=N/n1c(S)nnc1COc1ccccc1,zink
CCNS(=O)(=O)C[C@H]1C[C@H](C1)N(C)c1ncnc2[nH]ccc12,crossdocked
O=C(CC1(O)C(=O)N(CCc2ccccc2)c2ccccc21)c1ccco1,chembl
C=CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)[C@H]2c2ccc(OC)c(OC)c2)cc1C,zink
CC1(c2cccc(Cl)c2)NC(=O)c2c(Cl)cc(Nc3cc(NC(=O)C4CC4)ncn3)c(=O)n21,chembl
CC(C)O[C@H]1CCC(OC1)C(=O)N1Cc2cccnc2Nc2ccc(cc12)C1=CCOCC1,crossdocked
O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccc2c(c1)OCO2,chembl
O[C@@H]1CC[C@H](C1)Oc1cc2ncccc2cc1NC(=O)c1csc2cncnc12,crossdocked
C=CCNC(=O)c1ccccc1NC(=O)c1ccc(CN(c2ccc(C)c(C)c2)S(C)(=O)=O)cc1,zink
O=C(O)CCCCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@@H]1c1ccc([N+](=O)[O-])cc1,zink
C=CCOc1cc(Cl)c([C@@H]2NC(=O)NC(C)=C2C(=O)NCc2ccccc2)cc1OCC,zink
C=CCn1c(SCC(=O)Nc2ccccc2OCC)nnc1[C@@H](C)NC(=O)c1ccccc1F,zink
O=C(CCc1nnc(CCCCc2ccccc2)o1)NCc1cccc(F)c1,chembl
NC(N)=Nc1ncc(Cl)c2ccc(cc12)-c1cccc(c1)C(O)=O,crossdocked
Cc1cc(CNC(=O)N2CCN(CCc3ccccc3)CC2)no1,chembl
CCOC(=O)N1CCC(CC1)NS(=O)(=O)c1ccc(OCc2ccccc2)c2ccccc12,crossdocked
NC1=N[C@](C(F)F)(c2cc(NC(=O)c3ccc(Cl)cn3)ccc2F)C(F)(F)CC1,crossdocked
COC(=O)Cn1nc(-c2cccc(OCC3CCCCC3)c2)c2ccccc12,crossdocked
CC(C)NC(=O)[C@H](C)Oc1ccc(O)cc1,chembl
CCOc1ccc2oc(=O)cc(CN3CCN(c4cc(C)ccc4C)CC3)c2c1,chembl
O=S(=O)(c1ccc(-c2ccccc2)cc1)N1CCN(c2nc(Cl)ncc2Br)CC1,chembl
Clc1c(cnn2c(CC3CC3)nnc12)N1CCC(CC1)c1ccccc1C#N,crossdocked
C=CCn1nc(C(=O)NCc2ccccc2)c2c1CCN([C@H](C)Cc1ccc(OC)c(OC)c1)C2,zink
C=CCN1C(=O)C[C@@H](C(=O)Nc2ccc(C(=O)OC)cc2)S/C1=N\c1ccc(Cl)cc1,zink
COc1cc([C@H]2C(C(=O)c3ccc(C)cc3)=C(O)C(=O)N2Cc2cccnc2)cc(OC)c1OC,zink
O=[N+]([O-])c1c(O)nc2ccccc2c1O,chembl
Cc1ccc(NC(=O)C[C@@H]2S/C(=N/N=C/c3ccc(-c4ccccc4[N+](=O)[O-])o3)NC2=O)cc1,zink
CCN(C)[C@H]1CCCC[C@@H]1N1CCOc2cc(c(F)cc12)S(=O)(=O)Nc1nccs1,crossdocked
Clc1cc(Cl)c2nc(c(CC(=O)N3CCCCC3)n2c1)-c1ccccc1,crossdocked
Cc1ccc(cc1-c1cnc2c(NC(=O)C22CCCC2)c1)C(=O)NC1CC1,crossdocked
CN(CCO)C(=O)c1cc(-c2cnn(C)c2)c2c(c1)C(O)(C(F)(F)F)c1ccccc1-2,chembl
CS(=O)(=O)c1nccc2n3CCC(CC(O)=O)c3c(Sc3ccc(Cl)c(Cl)c3)c12,crossdocked
C#CCOc1ccc(/C=C2/C(=O)NC(=O)N(c3cc(C(F)(F)F)ccc3Cl)C2=O)cc1OCC,zink
O=C(O)CNC(=O)c1c(O)cc(-c2cccc(Cl)c2)c2ncnn12,chembl
COC(=O)[C@@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OC1CCCCC1)[C@H]2c1ccc(OC)cc1,zink
NS(=O)(=O)c1ccc(-c2cn(-c3ccc(I)cc3)nn2)s1,chembl
FC1(F)CCC(CC1)Nc1nc(NC2CCC(F)(F)CC2)nc(n1)-c1cncc(Cl)n1,crossdocked
CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(cn2)C(F)(F)F)on1,crossdocked
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OC(C)C)[C@@H]2c1ccccc1OC(C)C,zink
O=C(CN1CCOCC1)Nc1ccc(Cl)cc1,chembl
CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(C)o1.[Na+],chembl
Cc1cc(C(=O)C2=C(O)C(=O)N(CCN(C)C)[C@H]2c2cccnc2)ccc1OCc1ccccc1,zink
CCCOc1ccc([C@H]2C(C(=O)c3ccc(C)cc3)=C(O)C(=O)N2CCCN2CCOCC2)cc1,zink
CC(=C/c1ccccc1)/C=C1\SC(N(C)c2ccc(O)cc2)=NC1=O,chembl
CC(C)Oc1ccc(nc1)S(=O)(=O)N1C[C@@H](C)[C@H](C1)n1nc(CC(O)=O)c2ccc(F)cc12,crossdocked
CC(C)Oc1ccc(C(=O)C2=C(O)C(=O)N(CCN3CCOCC3)[C@@H]2c2cccc(Cl)c2)cc1,zink
