ID,SMILES,Canonical_SMILES,Docking,LogP,QED,SAS,MW,HBD,HBA,RotatableBonds,TPSA,RingCount,HeavyAtomCount,Toxicity_max,Toxicity_mean,NonToxic_12_Tox21,Fitness,source_file,ToxProb_NR-AR,ToxProb_NR-AR-LBD,ToxProb_NR-AhR,ToxProb_NR-Aromatase,ToxProb_NR-ER,ToxProb_NR-ER-LBD,ToxProb_NR-PPAR-gamma,ToxProb_SR-ARE,ToxProb_SR-ATAD5,ToxProb_SR-HSE,ToxProb_SR-MMP,ToxProb_SR-p53,ValidMol,LogP_calc,LogP_original
170,C1C[C@H1](CC1(N)CO)C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,NC1(CO)CC[C@@H](c2ccc(-c3ccc4ccc5c(c4c3)CCNC5=O)cc2)C1,-10.9,3.7500000000000027,0.6416869489959552,3.399228966517681,386.49500000000023,3,3,3,75.35,5,29,0.28123686,0.121120356,True,0.5953658827604564,docking_results_3_19.csv,0.056772072,0.03341127,0.21812312,0.1184892,0.18519092,0.057925284,0.037524845,0.24501166,0.049768366,0.057136852,0.28123686,0.11285371,True,3.7500000000000027,3.750000000000002
218,C1COCCN(C1)C2=CC=C(C=N2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1NCCc2c1ccc1ccc(-c3ccc(N4CCCOCC4)nc3)cc21,-10.9,3.4144000000000014,0.747926600443142,2.4987380358582154,373.4560000000002,1,4,2,54.46,5,28,0.31990397,0.11929554,True,0.734510723013827,docking_results_3_16.csv,0.058481656,0.03703898,0.31990397,0.102000386,0.1221006,0.039805528,0.039562825,0.26691914,0.07199445,0.055411473,0.16844945,0.1498782,True,3.4144000000000014,3.414400000000001
52,C[NH1+1][C@H1]1CCC[C@@H1](O1)C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,C[NH+][C@H]1CCC[C@H](c2ccc(-c3ccc4ccc5c(c4c3)CCNC5=O)cc2)O1,-10.9,3.339400000000002,0.7254297077750387,3.8195176995493547,386.49500000000023,2,3,3,53.93,5,29,0.3285628,0.13646865,True,0.7655698392642017,docking_results_3_18.csv,0.062205087,0.037147783,0.25189504,0.14213756,0.19353189,0.063236974,0.040604275,0.26698297,0.05560234,0.061583746,0.3285628,0.13413337,True,3.339400000000002,3.339400000000002
209,O=C(N1C2=CC=CC=C2C(=O)NC1=C)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,C=C1NC(=O)c2ccccc2N1C(=O)c1ccc2ccc3c(c2c1)CCNC3=O,-10.9,2.9871000000000008,0.6781277777578429,2.8049116314378146,383.40700000000015,2,3,1,78.51,5,29,0.42260295,0.14114398,True,0.8940089939040077,docking_results_3_18.csv,0.046181586,0.034123912,0.42260295,0.08089118,0.13074654,0.043330252,0.036460165,0.3315482,0.06735648,0.055547975,0.2868555,0.15808314,True,2.9871000000000008,2.9871000000000008
220,C1CC[C@@H1](C)N1C(=O)C2=CC=C(C=C2)C=C3C=C4C=CC5=C(CCNC5=O)C4=C=C3,C[C@@H]1CCCN1C(=O)c1ccc(C=C2C=C=c3c4c(ccc3=C2)C(=O)NCC4)cc1,-10.9,2.4103000000000003,0.8476486070181328,3.8091956712968074,396.49000000000024,1,2,2,49.410000000000004,5,30,0.48878527,0.18801802,True,0.9688616701988484,docking_results_3_23.csv,0.09344994,0.10135749,0.15818858,0.1530045,0.20150135,0.12903205,0.060190883,0.48878527,0.070117235,0.13044374,0.4373761,0.23276928,True,2.4103000000000003,2.4103000000000003
198,N=1C(=O)[C@@H1]2CC3=CC=CC=C3CN2C=1C4=CC=C5C=CC6=C(CCNC6=O)C5=C4,O=C1NCCc2c1ccc1ccc(C3=NC(=O)[C@@H]4Cc5ccccc5CN34)cc21,-10.8,2.8394000000000004,0.7051332613034015,3.329151159861399,381.4350000000002,1,3,1,61.77,6,29,0.16806446,0.07195754,True,0.9269616503359565,docking_results_3_26.csv,0.05695447,0.027808523,0.15357286,0.056933288,0.09856516,0.025408285,0.026338283,0.16806446,0.031180454,0.029800642,0.11099371,0.07787041,True,2.8394000000000004,2.8394000000000004
95,C[C@H1](NC1=CC=C(C=C1)[C@H1]2CNCCO2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,C[C@H](Nc1ccc([C@H]2CNCCO2)cc1)c1ccc2ccc3c(c2c1)CCNC3=O,-10.8,3.9597000000000024,0.6193090718314812,3.3781611546577235,401.51000000000016,3,4,4,62.39,5,30,0.19287103,0.0815834,True,0.5135435456366048,docking_results_3_19.csv,0.04048454,0.018144868,0.19287103,0.075939365,0.12111269,0.029802069,0.024462352,0.17264415,0.030518766,0.03841174,0.16757831,0.06703099,True,3.9597000000000024,3.9597000000000016
194,COC1=CC=C(C=C1C2=CC=C3C4=C(CCNC4=O)C=CC3=C2)C(=O)N5CCNCC5,COc1ccc(C(=O)N2CCNCC2)cc1-c1ccc2c3c(ccc2c1)CCNC3=O,-10.8,2.8467000000000002,0.6902430661508026,2.521836011294706,415.4930000000002,2,4,3,70.67,5,31,0.22587028,0.08347613,True,0.9253331968715534,docking_results_3_24.csv,0.05070803,0.027236111,0.22587028,0.05880996,0.09813871,0.026604965,0.026297392,0.20335783,0.042481247,0.03588754,0.11019929,0.09612238,True,2.8467000000000002,2.8467
169,C1[C@@]([NH2+1]CCC[C@@H1]1N)C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,N[C@H]1CCC[NH2+][C](c2ccc(-c3ccc4ccc5c(c4c3)CCNC5=O)cc2)C1,-10.8,2.747390000000001,0.634730573699723,3.720855594250539,385.5110000000002,3,2,2,71.72999999999999,5,29,0.2640245,0.10969477,True,0.9447772983926428,docking_results_3_17.csv,0.05401293,0.029023089,0.2640245,0.10443666,0.14320628,0.041239243,0.032550476,0.22748615,0.048640855,0.04949793,0.21368735,0.108531795,True,2.747390000000001,2.747390000000001
205,O=C(CC1=CC=CC2=CC=CC=C12)NC(=O)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C(Cc1cccc2ccccc12)NC(=O)c1ccc2ccc3c(c2c1)CCNC3=O,-10.8,3.7780000000000022,0.5417921287241821,2.350556011294705,408.4570000000002,2,3,3,75.27000000000001,5,31,0.31675926,0.123968095,True,0.5806570786821863,docking_results_3_25.csv,0.050090678,0.03299684,0.31675926,0.083065175,0.16785218,0.052668985,0.044525564,0.25994667,0.062884636,0.064234704,0.24731867,0.10527376,True,3.7780000000000022,3.778000000000002
100,CC1=CC(C(=O)N2CCOCC2)=CC=C1C=C3C=C4C=CC5=C(CCNC5=O)C4=C=C3,Cc1cc(C(=O)N2CCOCC2)ccc1C=C1C=C=c2c3c(ccc2=C1)C(=O)NCC3,-10.8,1.5666200000000001,0.8147565645350361,3.4225806266793217,412.4890000000002,1,3,2,58.64,5,31,0.4082584,0.1316108,True,0.7220181427421785,docking_results_3_24.csv,0.06462751,0.06320644,0.13568245,0.097012885,0.113177136,0.06375815,0.049440473,0.4082584,0.059683368,0.091286555,0.24195112,0.19124511,True,1.5666200000000001,1.56662
54,CC1=NN(C2=CC=CC=C2)C=C1C=C3C=C4C=CC5=C(CCNC5=O)C4=C=C3,Cc1nn(-c2ccccc2)cc1C=C1C=C=c2c3c(ccc2=C1)C(=O)NCC3,-10.8,2.2799199999999997,0.7574274825368877,3.4820156122048767,365.43600000000015,1,2,2,46.92,5,28,0.4757067,0.19640724,True,0.949060760718072,docking_results_3_22.csv,0.061681412,0.065142125,0.37862438,0.16789523,0.16495506,0.087655075,0.060769483,0.4757067,0.09556369,0.12262529,0.42029622,0.25597203,True,2.2799199999999997,2.27992
4,O=C1NN(C2=CC=C(O)C=C2)C(=O)C1C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1NCCc2c1ccc1ccc(C3C(=O)NN(c4ccc(O)cc4)C3=O)cc21,-10.8,1.9928999999999997,0.5858798582263941,3.2541991323849775,387.39500000000015,3,4,2,98.74000000000001,5,29,0.49568006,0.20884031,True,0.8823501281963234,docking_results_3_29.csv,0.07298498,0.06477334,0.43065056,0.15616612,0.21794921,0.09705642,0.054486793,0.45876017,0.10127173,0.09034397,0.49568006,0.26596045,True,1.9928999999999997,1.9929
244,CC1=CC=C(C=C1C2=CC=C3C4=C(CCNC4=O)C=CC3=C2)C(=O)NC5CNCNC5,Cc1ccc(C(=O)NC2CNCNC2)cc1-c1ccc2c3c(ccc2c1)CCNC3=O,-10.7,2.3498199999999994,0.5303667428425373,2.8307806266793207,414.5090000000001,4,4,3,82.26,5,31,0.18567103,0.070646994,True,0.9505457120190856,docking_results_3_22.csv,0.043623034,0.021101195,0.18567103,0.050202414,0.092753775,0.02203212,0.021537172,0.17824697,0.03277769,0.030589607,0.09255297,0.07667597,True,2.3498199999999994,2.34982
191,C1CC[NH1+1]CCC1C2=CC=C(C=N2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1NCCc2c1ccc1ccc(-c3ccc(C4CCC[NH+]CC4)nc3)cc21,-10.7,2.8044000000000002,0.7277847991112879,3.7888590863883245,371.4840000000002,2,3,2,57.59,5,28,0.18852009,0.07613677,True,0.927234132570133,docking_results_3_28.csv,0.045016035,0.022042407,0.18852009,0.06800053,0.095173955,0.02507058,0.024286415,0.17980352,0.033124845,0.035561543,0.11728647,0.07975485,True,2.8044000000000002,2.8044
117,C1=CC[NH1+1]CCCC1C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1NCCc2c1ccc1ccc(-c3ccc(C4C=CC[NH+]CCC4)cc3)cc21,-10.7,3.5755000000000026,0.6540644179155827,3.783014861850244,382.50700000000023,2,2,2,44.7,5,29,0.19149609,0.07894539,True,0.6576289375793506,docking_results_3_16.csv,0.04452712,0.02323371,0.13771804,0.07121097,0.11551682,0.032621518,0.028620524,0.19149609,0.029578866,0.04263556,0.15704875,0.073136754,True,3.5755000000000026,3.5755000000000026
33,CC1=CC=C(C=C1C2=CC=C3C=CC4=C(CCNC4=O)C3=C2)[C@H1]5CNCCN5,Cc1ccc([C@H]2CNCCN2)cc1-c1ccc2ccc3c(c2c1)CCNC3=O,-10.7,3.335020000000002,0.6476474119305619,3.180668589315606,371.4840000000001,3,3,2,53.160000000000004,5,28,0.1944341,0.075811416,True,0.7567581470957989,docking_results_3_24.csv,0.045802064,0.020042874,0.1944341,0.068509154,0.111188814,0.025266249,0.021771384,0.16495404,0.032317862,0.03171328,0.12124001,0.07249708,True,3.335020000000002,3.335020000000002
86,CC1=CC=C(C2=C1C=C3C=CC4=C(CCNC4=O)C3=C2)C(=O)N5CCNCC5,Cc1ccc(C(=O)N2CCNCC2)c2cc3c4c(ccc3cc12)C(=O)NCC4,-10.7,2.632720000000001,0.6448859642564825,2.655019510474629,373.4560000000002,2,3,1,61.440000000000005,5,28,0.21784776,0.0826017,True,0.9522192039457732,docking_results_3_23.csv,0.04603634,0.0262918,0.20467454,0.063389495,0.084401585,0.024539934,0.02672593,0.21784776,0.041544188,0.03694177,0.10980211,0.10902495,True,2.632720000000001,2.632720000000001
252,O=C(N1C(=O)C2=CC=CC=C2C1=O)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1NCCc2c1ccc1ccc(C(=O)N3C(=O)c4ccccc4C3=O)cc21,-10.7,2.5621,0.6675418270237888,2.4664202369703556,370.36400000000015,1,4,1,83.55000000000001,5,28,0.263853,0.09876076,True,0.95690235861645,docking_results_3_25.csv,0.045364883,0.027630368,0.263853,0.055484105,0.1182459,0.032448716,0.026346656,0.23877622,0.03939796,0.035225168,0.20591208,0.09644407,True,2.5621,2.5621
120,CC1=CC=C(C=C1C2=CC=C3C4=C(CCNC4=O)C=CC3=C2)NC(=O)CC5NCNCC5,Cc1ccc(NC(=O)CC2CCNCN2)cc1-c1ccc2c3c(ccc2c1)CCNC3=O,-10.7,3.3387200000000012,0.5137910801194844,3.282788882794204,428.5360000000002,4,4,4,82.26,5,32,0.2794376,0.108287476,True,0.7552649492519067,docking_results_3_21.csv,0.04572734,0.02788833,0.2794376,0.08449421,0.11645279,0.035706807,0.03392323,0.26081082,0.057465546,0.055005316,0.17477077,0.12776683,True,3.3387200000000012,3.338720000000001
211,C[C@@H1](NC1=NC=C(C=N1)C2=NCCN2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,C[C@@H](Nc1ncc(C2=NCCN2)cn1)c1ccc2ccc3c(c2c1)CCNC3=O,-10.7,2.4386,0.6406543972618457,3.400106996965471,386.4590000000002,3,6,4,91.30000000000001,5,29,0.29301777,0.07981476,True,0.9569318873317816,docking_results_3_19.csv,0.035118733,0.01677307,0.29301777,0.059689257,0.07314482,0.018403852,0.021836968,0.18287008,0.03647308,0.033082422,0.104336314,0.08303068,True,2.4386,2.4386
110,C1OC(=O)[C@@](C1)C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C1OCC[C]1c1ccc(-c2ccc3ccc4c(c3c2)CCNC4=O)cc1,-10.7,3.6621900000000025,0.7131229418730621,2.7560792237659655,356.4010000000002,1,3,2,55.4,5,27,0.29919368,0.14163694,True,0.6221467191350336,docking_results_3_15.csv,0.08683019,0.060765315,0.27779567,0.10907855,0.19922268,0.07101952,0.04725562,0.29919368,0.07202037,0.062348302,0.26222596,0.15188745,True,3.6621900000000025,3.6621900000000025
43,CN(C[C@H1]1CCNC1)C2=CC=C(C=N2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,CN(C[C@H]1CCNC1)c1ccc(-c2ccc3ccc4c(c3c2)CCNC4=O)cn1,-10.7,3.2334000000000014,0.7228494240432449,3.1985688974179602,386.49900000000025,2,4,4,57.26,5,29,0.34564745,0.13225542,True,0.7968227726796563,docking_results_3_28.csv,0.053837564,0.034241494,0.34564745,0.12142023,0.13869369,0.04546172,0.038760856,0.28752053,0.07565257,0.060309425,0.22277522,0.1627444,True,3.2334000000000014,3.2334000000000014
108,C1OC2=CC=CC=C2C3=CC=C4C5=C(CCNC5=O)C=CC4=C3NC(=O)NC1=O,O=C1COc2ccccc2-c2ccc3c4c(ccc3c2NC(=O)N1)CCNC4=O,-10.7,2.8331999999999997,0.5526357931868427,3.2668240363966285,387.3950000000001,3,4,0,96.53,5,29,0.36497903,0.11594974,True,0.921261917337318,docking_results_3_26.csv,0.056895185,0.036407985,0.36497903,0.06690459,0.115354106,0.03438846,0.034957916,0.2662645,0.06675262,0.044660438,0.1616925,0.14213957,True,2.8331999999999997,2.8332
58,C1C2=CC=CC=C2C3=CC=C4C5=C(CCNC5=O)C=CC4=C3NC(=O)NC1=O,O=C1Cc2ccccc2-c2ccc3c4c(ccc3c2NC(=O)N1)CCNC4=O,-10.7,2.9969,0.5676888516782951,3.215910615582022,371.3960000000001,3,3,0,87.30000000000001,5,28,0.37877306,0.12647042,True,0.8787306575529088,docking_results_3_24.csv,0.05588545,0.036841445,0.37877306,0.08044752,0.12056517,0.038052514,0.036957752,0.28776765,0.06622989,0.049751904,0.21169557,0.15467715,True,2.9969,2.9969
232,CC1CNC(=O)C2=CC=C(C=C12)C=CC3=C4C=CC5=C(CCNC5=O)C4=CC=CC3,CC1CNC(=O)c2ccc(C=CC3=c4ccc5c(c4=CC=CC3)CCNC5=O)cc21,-10.7,2.4239000000000006,0.8192323091896209,3.949592488272934,396.4900000000002,2,2,2,58.2,5,30,0.38770056,0.13845877,True,0.9562418230658992,docking_results_3_12.csv,0.06802078,0.058697455,0.16221307,0.106118664,0.13506193,0.070345856,0.04682668,0.38770056,0.05054654,0.09098616,0.31627235,0.16871515,True,2.4239000000000006,2.4239000000000006
27,C[C@H1]1C[C@H1](C)C(=O)N1C2=CC=C(C=N2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,C[C@H]1C[C@H](C)N(c2ccc(-c3ccc4ccc5c(c4c3)CCNC5=O)cn2)C1=O,-10.7,3.9490000000000025,0.7265629716619358,3.5182098284268566,385.4670000000002,1,3,2,62.300000000000004,5,29,0.40227136,0.1791752,True,0.5133377701480295,docking_results_3_14.csv,0.06914577,0.051214088,0.40227136,0.17492427,0.18784131,0.075550325,0.056438502,0.35449758,0.100359574,0.08492919,0.37300804,0.21992236,True,3.9490000000000025,3.9490000000000025
82,O=C1CCC[C@H1]1NC(=O)C2=CC=C(C=C2)C3=CC=C4C=CC5=C(CCNC5=O)C4=C3,O=C(N[C@@H]1CCCC1=O)c1ccc(-c2ccc3ccc4c(c3c2)CCNC4=O)cc1,-10.7,3.6441000000000017,0.7072719702183683,2.8948609232861973,398.4620000000002,2,3,3,75.27000000000001,5,30,0.43234605,0.19788946,True,0.6294901677689061,docking_results_3_16.csv,0.09772801,0.08266964,0.33897415,0.16051699,0.26649028,0.12069217,0.060799055,0.40088645,0.10189024,0.094377235,0.43234605,0.21730362,True,3.6441000000000017,3.6441000000000017
