SMILES,dataset
CCc1cc2[C@@H]3CNCCN3C(=O)c2c(Cl)c1,crossdocked
FC(F)(F)c1ccccc1OC1CCN(CC1)c1nc2nc[nH]c2c(=O)[nH]1,crossdocked
CNC(=O)c1cc2ccc(CCNC(=O)Nc3cc(C(F)(F)F)ccc3F)cc2cn1,chembl
O=S(=O)(c1ccccc1)c1cccc(c1)N1CCNCC1,crossdocked
Nc1ncnc2OCCN(c3ccc4n(ccc4c3)-c3ccccc3OC(F)F)C(=O)c12,crossdocked
C=CCN1C(=O)[C@H](CC(=O)NCc2ccc(OC)cc2)S/C1=N\c1cccc(Cl)c1C,zink
COc1c(OCC2CC2)ccc2CN(Cc3ccc(cc3)[C@H](C)NC(C)=O)CCc12,crossdocked
COC(=O)C[C@@H](c1cccnc1)c1c(O)ccc2c1O/C(=C\c1cc(OC)c(OC)cc1OC)C2=O,zink
FC(F)(F)c1cccc(n1)C(=O)Nc1cc2cn(nc2cc1Cl)C1CCOCC1,crossdocked
CCOc1ccccc1CN1CCC(CC#N)(CC1)n1cc(C(N)=O)c(Nc2ccccc2)n1,crossdocked
Clc1cccc(c1)C(=O)Nc1ccc(cc1)[C@]12CN[C@H](CO1)C2,crossdocked
O=C1CCC(=O)N1c1cccc(Cc2n[nH]c(=O)c3CCCCc23)c1,crossdocked
O=c1[nH]c2ccccc2c(OC2CCCCC2)c1C#N,crossdocked
CO[C@H](C(=O)O[C@]12C(OC(C)C)=C(OC(C)C)C(=O)[C@@]1(C)C[C@@H]1CC[C@H](O)[C@H]12)c1ccccc1,zink
Cn1cc(-c2cn3nccc3c(n2)-c2cnn(c2)[C@@]2(CC#N)C[C@@H](C2)C#N)c(=O)[nH]1,crossdocked
COC(=O)C1=C(CC2CC[C@H]1S2)c1ccc(Cl)c(Cl)c1,crossdocked
O=C(CCC1CCC(=O)N1)NCCc1ccc(O)cc1,chembl
COc1ccc(cc1OC)-c1ccc2ncnc(O[C@H]3CCN(C3)C(C)=O)c2c1,crossdocked
COC(=O)[C@@](NC(=O)c1ccc(OC)cc1)(Nc1sc2c(c1C#N)CC[C@H](C)C2)C(F)(F)F,zink
COc1ccccc1/C=C/C=N/N1C(SC)=NC2C1N(C)C(=O)N2C,chembl
COCCCc1nc(no1)-c1cnn2c(cc(=O)[nH]c12)C1CCNCC1,crossdocked
CCc1cc2c(NCc3ccccc3)ncnc2s1,chembl
CC(C)(C)O[C@H]1CC[C@@H](CC1)C(=O)N1Cc2cccnc2Nc2ccc(cc12)N1CCOCC1,crossdocked
CC#CCN1C(=O)N[C@@](CCc2ccccc2)(C2CCN(Cc3ccc(OCC)cc3)CC2)C1=O,zink
Clc1cccc(c1)N1CCN(CCON2C(=O)C3C4CC(C=C4)C3C2=O)CC1,crossdocked
O=C1CC[C@]2(c3cccc4ccccc34)O[C@H](COc3ccc(Cl)cc3)CN12,chembl
Cc1ccc(NS(=O)(=O)c2cc(Br)cc3c2N(C(=O)C2CC2)CC3)cc1C,chembl
CC(C)c1ccc([C@@H]2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2CCCN2CCOCC2)cc1,zink
CC[C@H](C)[C@H](NC(=O)CO/N=C1/C=C2CC[C@@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1)C(=O)O,zink
CC(=O)N1CCCN(Cc2ccc(cc2)[C@H]2COc3cccnc3O2)CC1,crossdocked
Cc1nc(C)c(C(=O)C2=C(O)C(=O)N(CCCN3CCOCC3)[C@H]2c2ccc(C(C)C)cc2)s1,zink
C=CC[C@H]1CC=C[C@H](C)N1C(=O)C[C@@]1(c2ccccc2)CC(=O)N(CCCOc2cccnc2)C1=O,zink
CCc1nc(N)nc(N)c1C#C[C@@H](C)c1cc(OC)c(OC)c(OC)c1,crossdocked
C1C[C@H](CC[C@H]1N1CCN(CC1)c1cccc2[nH]cnc12)c1c[nH]c2ccccc12,crossdocked
COc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)[C@H]2c2ccc(Br)cc2)cc1C,zink
C[C@@H]1CN(CCN1C(=O)\C=C\c1ccc(Cl)cc1Cn1nnc(C)n1)c1ccn(C)n1,crossdocked
Cc1cc(ccc1-c1cn[nH]c1)C(=O)NCc1cccc(c1)C(=O)NCC1CC1,crossdocked
COc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)[C@H]2c2cccc(Br)c2)cc1C,zink
CCOC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1c1cc(Br)c(O)c(OC)c1,zink
CCN(CC)C(=O)[C@H]1CCCN(Cc2ccc3c(c2)CN(CC#Cc2ccccc2)CCO3)C1,zink
C(COc1ccc(cc1)[C@@H]1CC[C@@H](CC1)N1CCC1)CN1CCCCC1,crossdocked
Cc1c(C)n(CCCC(N)=O)c2ccccc12,chembl
COC(=O)[C@@H]1C(=O)C2=C(C[C@@H]1C)NC(C)=C(C(=O)OCCOc1ccccc1)[C@@H]2c1ccccc1F,zink
CCOC(=O)c1cc2ccc(OC)cc2s1,chembl
CCOC(=O)NNc1[nH]c(-c2ccc(Cl)cc2)cc1C(=O)OCC,chembl
COC(=O)[C@@H]1C(=O)C2=C(C[C@H]1C)NC(C)=C(C(=O)OCCOc1ccccc1)[C@H]2c1ccc(C)cc1,zink
OCc1cc2C[C@@H]3[C@@H]4CCCC[C@]4(CCN3CC3CCC3)c2cc1O,crossdocked
COC(=O)C1C2CCC(C2)CC1c1ccc(Cl)c(Cl)c1,crossdocked
CCc1cccc(Cl)c1COc1ccc2c(OCC22CCN(CC(O)=O)CC2)c1,crossdocked
CCC1(N)CCN(CC1)c1cccnc1NC(=O)c1nc(cnc1N)-c1ncccc1F,crossdocked
CC(=O)NCc1cccc(c1)-c1cccc(Nc2nccc(n2)C(F)(F)F)c1,crossdocked
CCN(CC)C(=O)c1sc(NC(=O)c2cccc(I)c2)c(C#N)c1C,zink
CCOC(=O)C(C)NC(=O)N1CC(CC#N)(C1)n1cc(C(N)=O)c(Nc2ccccc2)n1,crossdocked
CCOC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3cccs3)[C@@H]2c2ccc([N+](=O)[O-])cc2)nc1C,zink
Clc1cccc(NC(=O)\C=C\c2cccc(c2)C#N)c1,crossdocked
COc1ccc(C(=O)C2=C(O)C(=O)N(c3cc(C)on3)C2c2cccc(OC)c2OC)cc1C,chembl
CC1=C(C(=O)Nc2ccc(C)cn2)[C@H](c2cn(C)nc2C)C2=C(C[C@H](c3ccccc3)CC2=O)N1,zink
COc1ccc(-n2ccc(C(=O)c3cc(OC)c(OC)c(OC)c3)c2)cc1,chembl
CN(C)CCCOc1c(Br)cc([C@H]2CNC(=O)O2)cc1Br,chembl
C[C@]12CC[C@H]3[C@@H](CC[C@]4(O)C[C@H](O)CC[C@]34/C=N/C3CCCCC3)[C@]1(O)CC[C@@H]2C1=CC(=O)OC1,zink
O=C1c2cccc3c(Br)ccc(c23)C(=O)N1OS(=O)(=O)c1ccc(Cl)cc1,zink
CC(=O)N1CCC(Cn2cnc3scc(-c4ccco4)c3c2=O)CC1,chembl
C=CCOC(=O)C1=C(C)N=c2s/c(=C/c3ccc(Cl)cc3Cl)c(=O)n2[C@H]1c1cccs1,zink
O=C([C@H]1CN(CCc2ccccc2)C[C@H]2OCC[C@@H]12)N1CCCO1,chembl
O=S(=O)(N1CCCC1)c1ccccc1-c1ccc(CN2C[C@H]3C[C@@H]2CCC3)nc1,crossdocked
CC(O)c1cncc(C2COc3c(O2)cccc3C(N)=O)c1C,crossdocked
CC1=C(C(=O)OCCOC(C)C)[C@H](c2coc3ccccc3c2=O)C2=C(CC(C)(C)CC2=O)N1,zink
Cc1ccc(S(=O)(=O)N2CCCC3(CCCN3S(C)(=O)=O)C2)cc1F,chembl
Cc1ccc(C(=O)N2CCc3cc4nccc(N5CCN6CCC[C@H]6C5)c4cc32)cc1,chembl
COCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3cccs3)C2)[C@@H]1c1cccc(OC)c1,zink
O=C(NCCC(=O)N1O[C@@H]2C=C[C@H]1C2)OCC1c2ccccc2-c2ccccc21,chembl
CN(Cc1nc(Cc2cccc(F)c2)no1)CC1COCCO1,chembl
COc1ccc(C(=O)N[C@H](C(=O)NCC(C)C)C2CCN(C(C)=O)CC2)cc1,chembl
O=C(C[N@+]12CC[C@]34c5ccccc5N5C(=O)C[C@@H]6OCC=C(C1)[C@@H](C[C@H]32)[C@H]6[C@@H]54)c1ccc(Cl)cc1,zink
COc1ccc(/C=N/n2c(S)nnc2C(F)F)cc1Cn1nc(C)c(Br)c1C,zink
CC1CCCN(CCC(=O)Nc2ccccc2)C1.Cl,chembl
Nc1cncc(c1)-c1ccc2ncnc(N[C@H]3CC[C@@H](CC3)N3CCOCC3)c2c1,crossdocked
C=C1CC[C@]2(C[C@@H]1O)C(=C)C[C@H](O)[C@@H](Br)C2(C)C,chembl
COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1,chembl
Cc1ccncc1-c1cc(F)cc(c1)-n1nnc(n1)-c1ccccn1,crossdocked
CCc1nc2ccc(C(F)F)c(-c3cc4CC(=O)Nc4c(Cl)c3)n2n1,crossdocked
Cn1c2ccccc2c2c(=O)oc(-c3ccccc3)cc21,chembl
O=C1N=C(N/N=C/c2cccs2)SC1Cc1ccc(Cl)c(Cl)c1,chembl
OB(O)[C@H](Cc1coc2ccccc12)NC(=O)Cc1cccc(c1)C#N,crossdocked
CC(C)(Cc1ccc2ccccc2c1)NC[C@H](O)COc1cccc(Cl)c1C#N,crossdocked
CCOCC(=O)Nc1cc(ccn1)-c1[nH]c2CCCC(=O)c2c1Nc1ccccc1,crossdocked
CC(C)c1cc([nH]n1)C(=O)N1CCC(C1)c1ccn(C(C)C)c(=O)n1,crossdocked
COc1cccc2cc(C(=O)NC3CC4CCC3C4)oc12,chembl
O=C(N[C@@H]1C2CCN(CC2)C11CC1)c1cc2cccc(-c3ccccc3)c2s1,crossdocked
CCCCCCC[C@H](C)OC(=O)N[C@@H]1[C@H](C)OC1=O,crossdocked
Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,crossdocked
Cc1nc2ccc(cn2n1)-c1[nH]c2ccc(cc2c1CC(F)F)C1CCNCC1,crossdocked
Nc1cc(Cc2cccc3n(Cc4cccc(F)c4)ccc23)c2nn[nH]c2n1,crossdocked
C=CCOc1ccc([C@H]2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2c2nnc(C)s2)cc1,zink
C[C@H](F)C1COC(=O)N1c1ccnc(N[C@@H](C)c2cn(cn2)-c2ccc(F)cc2)n1,crossdocked
NC1=NC(=O)[C@H](Cc2ccccc2)N1C(=O)OCc1ccccc1,chembl
Cc1cc(C)c(NS(=O)(=O)c2ccc(OC(C)C)cc2)c(C)c1,chembl
COc1ccc(/C(C)=N/N=C2/NC(=O)[C@@H](CC(=O)Nc3cc(Cl)ccc3Cl)S2)cc1,zink
C#CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,zink
CCN(Cc1ccc([nH]1)-c1cc(ccc1OC)S(=O)(=O)CC)Cc1cccc(C)c1,crossdocked
CN([C@H](CN1CCCC1)c1ccccc1)C(=O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,crossdocked
CO[C@@H]1C[C@@H](N(C1)C(=O)Nc1ccc(Cl)cc1)C(=O)Nc1ccc(cn1)-n1ccccc1=O,crossdocked
COc1ccc(S(=O)(=O)Oc2ccc(/N=C/c3cc(OC)c(OC)c(OC)c3)cc2)cc1,zink
OC(=O)CNC(=O)C1=C(O)CCN(Cc2ccc(Oc3ccc(cc3)C#N)nc2)C1=O,crossdocked
COC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OC)[C@H](c3ccc(OC)cc3)C2)[C@H]1c1ccccc1Cl,zink
CC(F)(F)CCOc1ccc([C@H]2COC(=O)N2c2ccc3[nH]cnc3c2)c(F)c1F,crossdocked
Cc1ncc(C)n2nc(CCc3ccc4ccccc4n3)nc12,crossdocked
C[C@H](NC(=O)C1(n2cc([C@H]3CCCC[C@@H]3O)nn2)CCOCC1)c1ccc(-c2cccc(C#N)c2)cc1,zink
O=C(NC1CCCCC1)Oc1cccc(c1)C(=O)c1nc2ccccc2s1,crossdocked
COc1ccc([C@@H]2C(C(=O)c3ccc(OC)c(C)c3)=C(O)C(=O)N2Cc2cccnc2)c(OC)c1,zink
COc1ccc(nc1)[C@H]1C[C@@H]1COc1nc(C)ncc1-c1cnco1,crossdocked
CC(C)N(C)c1ccc(NC(=O)c2cccnc2O)cc1F,chembl
CCc1ccc([C@@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)[C@@H](C(=O)OC)[C@H](c2cccs2)C3)cc1,zink
COc1ccc(C(=O)N2CCc3cc4c(cc3C2C)OCCCO4)cc1,chembl
CC(C)C[C@H](N)COc1ccc(cc1Cl)-c1ccnc(NC(C)=O)c1,crossdocked
Fc1ccc(CCCCN2CCN(CC2)c2ncccn2)cc1,crossdocked
CC1=C(C)C(=O)N(Cc2ccccc2N)C1=O,chembl
CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCN(CC)CC)[C@@H]2c2ccc(F)cc2)c(C)c1,zink
COc1ccc(-c2ccc3ncc4c(c3n2)n([C@H]2CC[C@H](O)CC2)c(=O)n4C)cn1,chembl
Cc1ccc(CN2CCC(CC2)C(=O)NC(C)(C)C)cc1NC(=O)c1cccc(n1)C(F)(F)F,crossdocked
N#Cc1c2c(c(N3CCN(CCOc4ccccc4)CC3)n3c1nc1ccccc13)CCCC2,zink
COc1cc(O)c2c(c1C)C(=O)OC[C@@H](CO)CCC(=O)N[C@H](c1nc(C)no1)CSC2,chembl
O=C1N(C2CCCCC2)CC[C@]12C[C@@H](O)CN2C1CCCC1,chembl
CCOc1cc([C@H]2C(C(=O)OC)=C(C)NC3=C2C(=O)C[C@@H](c2ccco2)C3)ccc1OC(C)=O,zink
Nc1nc(-c2ccco2)c2ncn(Cc3ccccc3)c2n1,crossdocked
Clc1cccc(CNc2cnn(Cc3nnc4n3CCCC4)c2)c1,chembl
COc1ccc(/C=N/NS(=O)(=O)c2ccccc2)cc1OCc1ccc(Br)cc1,zink
Cc1nnc(-c2ccccc2-c2ccc(F)cc2Cl)o1,chembl
COc1ccc(COc2cc(-c3ccco3)ncn2)cc1,chembl
C=CCn1c(CNC(=O)c2cccc(C)c2)nnc1SCC(=O)Nc1cccc(C(F)(F)F)c1,zink
COc1ccc([C@H]2CC(=O)C3=C(C2)NC(=O)C[C@@H]3c2cc([N+](=O)[O-])ccc2Cl)cc1OC,zink
CN[C@H](COc1cnc(Cl)c(/C=C/c2ccncc2)c1)Cc1ccccc1,chembl
COc1ccccc1N1CCN(CCCCCC(=O)c2ccccc2O)CC1,chembl
COc1ccc2c(c1)[n+](CC(=O)c1ccc(-c3ccc(Br)cc3)cc1)c(CO)n2C,zink
CC1CCN(Cc2c(-c3ccc(F)cc3)no[n+]2[O-])CC1,chembl
COc1cc(OC)c(-c2cn3ccc(N4CCN(CCC#N)CC4)cc3n2)cc1Cl,chembl
COC(=O)C1=C(C)N(c2ccc(Br)cc2)C(=O)/C1=C\c1ccco1,chembl
COc1cccc(c1)C(=O)NC1CCN(C1)C(=O)c1cc(n[nH]1)C(C)C,crossdocked
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)o3)[C@@H]2c2ccc(F)cc2)nc1C,zink
CCN(C(=O)c1cc2cccc(OC)c2oc1=O)c1ccccc1,chembl
Cc1ccc2[nH]c3nc(N/N=C/c4cc(Br)c(O)c(Br)c4)nnc3c2c1,zink
O=C(O)[C@H]1CCCC[C@H]1C(=O)Nc1cc(Cl)cc(Cl)c1,chembl
COC(=O)c1ccc(/C=C2\Oc3c(ccc4c3[C@@H](c3ccnn3C(C)C)CC(=O)O4)C2=O)cc1,zink
COc1cc(OC)c(OC)cc1/C=C1/Oc2c(ccc3c2[C@@H](c2ccc(O)cc2)CC(=O)O3)C1=O,zink
CC(C)(C)c1ccc(CCP(=O)(O)O)c(CC(N)C(=O)O)c1,chembl
CN(C)C(=O)[C@H]([C@H](N)C(=O)N1CCC(F)(F)C1)[C@H]1CC[C@@H](CC1)c1cccc2ncnn12,crossdocked
COCCN1C(=O)C(O)=C(C(=O)c2ccc(Cl)cc2)[C@@H]1c1cccc(Br)c1,zink
CC(=O)Nc1cccc(c1)N1CCN(CC2CCN(CC2)S(=O)(=O)CC2CCCCC2)CC1,crossdocked
CC(C)C[C@H](NC(=O)CON=C1C=C2CC[C@@H]3[C@@H]4CC[C@@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)CC1)C(=O)O,zink
NC1=NC2(CO1)c1cc(NC(=O)c3ncc(Cl)cc3F)ccc1OCC21CC1,crossdocked
C=CCn1c(SCC(=O)Nc2ccccc2F)nnc1[C@H](NC(=O)c1ccccc1)C(C)C,zink
CC(C)CC[C@H](NCc1cccnc1N1CCOCC1)c1ccoc1,chembl
CC(C)c1c([nH]c2ccc(cc12)C1CCNCC1)-c1cc(N)ncc1C,crossdocked
C=C(C)[C@@H]1CC=C(CN2CCC3(CC2)C(=O)N(CCCc2cccnc2)C(=O)N3CC)CC1,zink
N#Cc1ccc(-c2cc(N3CCN(c4ccc([N+](=O)[O-])c(OCc5ccccc5)n4)CC3)n[nH]2)cc1,zink
COCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccccc3OC)C2)[C@H]1c1ccsc1,zink
CO[C@H]1C[C@](CC#N)(C1)n1cc(cn1)-c1nc(cn2nccc12)-c1cc(CO)[nH]n1,crossdocked
COC(=O)c1ccc([C@@H]2C(C(=O)c3ccc(OC(C)C)cc3)=C(O)C(=O)N2c2cc(C)on2)cc1,zink
N[C@@H](CC(=O)N1C[C@@H](F)C[C@H]1C#N)Cc1ccc(Cl)cc1Cl,crossdocked
COc1ccc(Br)cc1CN(C)C(=O)Cc1c[nH]c2ccccc12,chembl
Cc1nc2ccc(CCc3nc(cn3C)-c3ccccc3)nn2c1CO,crossdocked
Cc1ccc(cc1)-c1nc2c(nc(C)[nH]c2=O)s1,crossdocked
CCCC1CN(C)CCc2cc(Cl)c(O)cc12,crossdocked
N#C[C@@H](c1ccnc(OCc2ccc(CN3CCOCC3)cc2)n1)c1nc2ccccc2s1,zink
COc1cc2c(cc1OC)-c1c3c(cc4c1[C@@H](C2)NCC4)OCO3,chembl
C[C@@H]1CC[C@H](CN1C(=O)c1ccsc1-n1nccn1)Oc1nccc(C#N)c1C,crossdocked
CC[C@H](C)OC(=O)C1=C(C)NC2=C(C(=O)[C@H](C(=O)OC)[C@@H](C)C2)[C@H]1c1ccccc1OC(C)C,zink
Cc1ccc(CNc2ncnc(N)c2Cl)c(N2CCCC2)n1,chembl
COC[C@@]12SC(N)=N[C@@](C)([C@@H]1C2(F)F)c1cc(\C=C(/F)c2ccc(cn2)C#N)ccc1F,crossdocked
Cc1cc(/C=N/N=C2\NC(=O)[C@H](CC(=O)Nc3ccccc3)S2)c(C)n1-c1ccc(F)cc1,zink
COCCOC(=O)C1=C(C)NC2=C(C(=O)C[C@@H](c3ccc(OC)cc3)C2)[C@@H]1c1ccc(F)cc1,zink
Cc1ccc(CNS(=O)(=O)c2ccc3c(c2)NC(=O)C(C)S3)cc1,chembl
C[C@H](NC(=O)\C=C\c1ccccc1F)c1ccc2OCCN(CC3CC3)c2c1,crossdocked
COc1cc([C@H]2C(C(=O)OCCc3ccccc3)=C(C)NC3=C2C(=O)CCC3)cc(OC)c1OC,zink
COc1ccc(C(=O)C2=C(O)C(=O)N(Cc3cccnc3)[C@H]2c2ccc([N+](=O)[O-])cc2)c(C)c1,zink
O=C(Nc1n[nH]c2cc(-c3ccc4[nH]cnc4c3)ccc12)C1CC1,chembl
O=C(Nc1nnc([C@@H]2C[C@H](O)[C@@H](CO)O2)s1)Nc1cccc2ccccc12,chembl
COc1ccc(C(=O)C2=C(O)C(=O)N(CCCN(C)C)[C@H]2c2cccc(Br)c2)c(C)c1,zink
COC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccccc3)[C@H]2c2cccc(OC)c2OC)nc1C,zink
O=c1[nH]c(nc2n(ncc12)C1CCOCC1)[C@@H]1CC[C@H]1c1ncco1,crossdocked
Cn1cc(C(=O)N2CCCC2c2ccc3c(c2)OCCO3)ccc1=O,chembl
CC1(C)COC2(C[C@@H]3CC=C[C@@H]3C2)OC1,chembl
O=C1c2cc(O[C@@H]3CCNC3)ccc2-c2ccc(O[C@@H]3CCNC3)cc12,crossdocked
CSc1nc2ccccc2n1CC(=O)c1ccc(cc1)S(N)(=O)=O,crossdocked
CCCn1c(Oc2ccc3[nH]ccc3c2)nc2nc([nH]c2c1=O)C1CCCC1,crossdocked
COC(=O)C1C(c2ccccc2)NC(=O)N(CCc2cc(OC)c(OC)c(OC)c2)C1C,chembl
Cc1ncc(NC(=O)c2cccc(c2)C(F)F)cc1-c1ccnc(c1)N1CCOCC1,crossdocked
Cc1ccc2[nH]nc(CNC(=O)CCN3CCCCC3)c2c1,chembl
CC(C)(C)OC(=O)Nc1cccc(-c2cc(C(=O)O)no2)c1,chembl
CCC(CC)n1cc(cn1)-c1nc(cn2nccc12)-c1cnn(c1)C(C)CO,crossdocked
COc1cccc2nc(\C=C\c3nc4c(C)ncc(C)n4n3)ccc12,crossdocked
CCCCNc1cnc(C(=O)[O-])c(N)n1.[Na+],chembl
COc1ccc(COC(=O)C2=C(C)NC3=C(C(=O)CCC3)[C@H]2c2ccc(OC(C)=O)c(OC)c2)cc1,zink
CC(C)N1CCC(CC1)NC(=O)c1cn2c(c(CN)c(C)nc2n1)-c1ccc(Cl)cc1Cl,crossdocked
CCOC(=O)C1=C(Nc2ccc(CC)cc2)S/C(=C\c2ccc(OCC(=O)OC)c(OC)c2)C1=O,zink
COc1ccc([C@H]2C(C(=O)OCCOc3ccccc3)=C(C)NC3=C2C(=O)CCC3)c(OC)c1OC,zink
CC1=C(C(=O)Nc2ccc(Br)cn2)[C@H](c2ccccn2)C2=C(CC(C)(C)CC2=O)N1,zink
C=CCOC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccc(C)c(F)c3)[C@@H]2c2cccnc2)nc1C,zink
C[C@]12CC[C@H](O)c3coc(c31)C(=O)C1=C2[C@@H](O)C[C@]2(C)C(=O)CC[C@@H]12,chembl
CCNc1nc(Nc2cnn3CC(Cc23)n2nccn2)ncc1C(F)(F)F,crossdocked
Cc1ccc(C=Nc2ccccc2C(N)=O)s1,chembl
C=CCn1c(COc2ccc(Cl)cc2)nnc1SCC(=O)Nc1sccc1C(=O)OC,zink
Cc1nnc(N2C(=O)C(O)=C(C(=O)c3ccc(Cl)cc3)[C@H]2c2ccc([N+](=O)[O-])cc2)s1,zink
C(c1ccccc1)n1nnnc1C(N1CCCN(CC1)C1CCC1)c1ccc2OCCc2c1,crossdocked
CC(C)N1CCCc2cc(OCCCN3CCCCC3)ccc2C1,crossdocked
C=C(Cl)CSc1nnc([C@@H](Cc2ccccc2)NC(=O)c2cccc(OC)c2OC)n1C,zink
OC(=O)c1ccnc(c1)-n1nccc1-c1ccc(F)c(F)c1,crossdocked
Cc1ccc(C(=O)C2=C(O)C(=O)N(c3cccc(C(=O)O)c3)[C@@H]2c2ccc([N+](=O)[O-])cc2)cc1,zink
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2ccc(OCC(=O)O)c(OCC)c2)C1=O,zink
C=CCNC(=O)c1ccccc1NC(=O)c1ccc(N(Cc2ccccc2Cl)S(C)(=O)=O)cc1,zink
C=CCn1c(CSc2nc3ccccc3s2)nnc1SCC(=O)NCc1cccnc1,zink
COC(=O)C[C@H](CC(C)C)C1=C(O)C[C@H](C)[C@]2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C1=O,zink
Cc1cc(C)nc(SCC(=O)Nc2ccc(Oc3ccccc3)cc2)n1,chembl
